,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-03_LCC_PS_R1,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP_R1,1_Cornell_Pos_S-01_LMT_PS_PMM_R1,1_Cornell_Pos_S-04_LMT_PS_PMM_R1,1_Cornell_Pos_S-05_O_R1,1_Cornell_Pos_S-06_O_R1,1_Cornell_Pos_S-07_O_R1,1_Cornell_Pos_S-08_LMT_PS_PMM_R1,1_Cornell_Pos_S-09_LMT_PS_PMM_RP_R1,1_Cornell_Pos_S-13_O_R1,1_Cornell_Pos_S-14_LMH_PS_PMM_R1,1_Cornell_Pos_S-15_LMT_LMH_PS_PMM_R1,1_Cornell_Pos_S-18_O_R1,1_Cornell_Pos_S-19_LMH_PS_PMM_R1,1_Cornell_Pos_S-20_O_R1,1_Cornell_Pos_S-21_LMT_PS_PMM_R1,1_Cornell_Pos_S-22_O_R1,1_Cornell_Pos_S-23_O_R1,1_Cornell_Pos_S-25_O_R1,1_Cornell_Pos_S-26_O_R1,1_Cornell_Pos_S-28_LMT_PS_PMM_R1,1_Cornell_Pos_S-29_RP_R1,1_Cornell_Pos_S-30_O_R1,1_Cornell_Pos_S-31_LMT_PS_PMM_R1,1_Cornell_Pos_S-33_O_R1,1_Cornell_Pos_S-34_O_R1,1_Cornell_Pos_S-36_O_R1,1_Cornell_Pos_S-37_O_R1,1_Cornell_Pos_S-38_O_R1,1_Cornell_Pos_S-41_O_R1,1_Cornell_Pos_S-42_LMT_LMH_PS_PMM_R1,1_Cornell_Pos_S-43_RP_R1,1_Cornell_Pos_S-44_O_R1,1_Cornell_Pos_S-46_O_R1,1_Cornell_Pos_S-47_RP_R1,1_Cornell_Pos_S-48_O_R1,1_Cornell_Pos_S-49_O_R1,1_Cornell_Pos_S-50_LMH_LCT_PS_PMM_R1,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
33084,33084,1.944,930.1521,Unknown,[M+2H]2+,,0.09,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,28.59,Cornell_Pos_S-13,930.1521:1627954 931.15545:963996 932.15881:477528,,904.06128_@_16.93,3.947840393,2.998392976,2.690429608,3.456842022,4.098297366,3.831568196,3.865497073,4.205528516,4.031911472,3.374118793,4.023192418,3.915642416,3.070224317,4.011894849,4.14854558,3.842136802,3.366703986,4.0282756,3.740704598,3.864557967,4.307386856,4.258051018,4.221654124,3.761414679,3.925797252,3.1502388,4.182343239,3.939823159,4.278316264,4.287996196,4.02419775,3.476254707,4.177202554,4.26157218,4.097897372,4.34394098,4.030035132,4.528035815,4.08227059,3.900653576,0.689231589,3.27337625,0.514812809,0.000676657,0.186190784,0.176636087,25,3.65E-05,-0.000640131,0
30491,30491,6.375,787.36774,w/o MS2:NCGC00384571-01!(E)-3-(4-hydroxyphenyl)-N-[3-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]-[4-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]-[3-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]amino]propyl]amino]butyl]amino]propyl]prop-2-enamide,[M+H]+,,0.067,FALSE,,787.37,C46H50N4O8,Coumaric acids and derivatives,KKJYIHSXTUGJLP-BRJCPHQQSA-N,OC1=CC=C(\C=C\C(=O)NCCCN(CCCCN(CCCNC(=O)\C=C\C2=CC=C(O)C=C2)C(=O)\C=C\C3=CC=C(O)C=C3)C(=O)\C=C\C4=CC=C(O)C=C4)C=C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,76.7,,,,,31.81,Cornell_Pos_S-50_R,787.36774:960470 788.37109:234999 789.37445:0,,776.22174_@_1.941,1.900208331,4.51960712,4.302941547,3.370336672,4.887913768,3.651468841,5.199534494,4.203003772,4.718358699,4.779287712,5.043549348,5.470553509,4.680045636,4.461735149,4.937978155,4.60648331,4.138479771,4.982938898,5.69457583,4.724690277,4.937962408,5.049852819,4.175462149,4.66067318,5.523261205,4.020223107,4.801640191,5.768891916,5.126721621,4.604344871,3.981421906,5.33891844,5.148930304,5.157479706,3.2851086,4.255303589,4.854789332,5.584219704,4.249095004,5.013197304,1.246673653,3.523273417,0.514745115,0.000677953,0.336839868,0.319554357,26,3.80E-05,-0.000639966,0
29394,29394,12.265,754.57947,Unknown,[M+H]+,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.9,Cornell_Pos_Blank1,754.57947:59957 755.58282:0 756.58618:0,,743.26489_@_15.889,3.222837387,3.600501587,2.837370349,2.942649918,4.548788289,3.969969933,3.954696629,3.976758233,3.864399308,2.765592437,4.208864458,3.850869581,3.8383698,3.813216592,3.800480124,4.050212344,4.016236124,3.955028995,3.910969245,3.628559455,3.751591237,4.306451304,3.583417292,2.805592539,3.566284384,3.764064539,4.036764122,3.765291467,3.979938984,3.740895439,4.085107017,3.167206262,3.931009718,3.739155999,4.169459462,3.775696762,3.972217721,3.980778926,3.71735128,4.318175372,0.691089672,3.15083981,0.514652892,0.000679723,0.186771656,0.17718715,27,3.94E-05,-0.000640275,0
13025,13025,6.864,393.22424,Unknown,[M+H]+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.01,Cornell_Pos_S-23,393.22424:2378624 394.22759:460913 395.23095:0,,386.96289_@_2.031,5.709531704,4.612292559,5.277757363,6.07233306,3.921227964,3.942606211,3.628673689,4.006878244,4.39924265,3.662754717,3.901099473,3.349708103,5.646565272,4.700284917,4.580733198,4.401764582,3.292901406,3.488432437,4.440287119,3.707587154,3.809833534,4.390839872,3.885198895,5.052710733,4.481302676,3.749070152,5.176387045,4.94471634,4.212420392,4.758217218,4.027672343,4.628862855,3.620456105,3.63261635,4.984308453,4.695626928,2.300610023,4.211160337,4.613216788,4.308040528,-1.235922707,5.417978671,-0.510324366,0.000767561,0.337864506,0.320526414,28,4.09E-05,-0.000726652,0
30781,30781,2.159,798.0069,Unknown,[M+H]+,,0.225,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,40.13,Cornell_Pos_S-03,798.0069:1121480 799.01025:231768 800.01361:320991,,784.4726_@_15.375,3.80947772,2.261022092,3.584833749,4.040429259,4.074594868,4.216846386,4.139486158,3.805087844,4.121703727,4.128799996,4.21224333,3.840833281,3.793959781,4.38659622,4.19864911,4.047301858,3.351058404,4.033031968,3.85973185,4.363189749,3.696844296,4.078537277,4.391964186,4.363332522,4.207310443,3.918794086,4.497748062,4.328740591,3.958820119,3.311714482,4.298015658,4.178844172,3.902817488,4.249174889,4.436654751,3.884109123,4.313642542,4.083678413,4.36943301,4.139348386,0.664465935,3.423940705,0.508108285,0.000816332,0.182715614,0.173339252,29,4.24E-05,-0.000773961,0
32193,32193,2.05,868.03656,Unknown,[M+H]+,,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.22,Cornell_Pos_S-07_R,868.03656:548076 869.03991:0 870.04327:0,,848.87738_@_2.219,5.289237283,3.790597089,3.901915972,6.091629965,3.755317702,3.741943913,3.708213251,4.162201902,3.590821044,3.004739324,3.220129889,3.875217749,3.782183795,4.221146346,3.193409134,3.61055832,3.571372788,3.449336228,3.173394004,3.007876436,3.561304523,5.075174527,3.221916596,3.101294629,3.278947754,3.405818793,3.541283911,4.422350387,4.027597846,3.230850133,3.621696344,3.684698294,3.219202182,4.166770288,3.493947111,3.285614101,2.841818365,3.032170821,5.274838765,3.578888937,-1.153510462,4.768345077,-0.507558409,0.000828852,0.317656794,0.301355695,30,4.38E-05,-0.000785021,0
5783,5783,10.79,249.55328,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.13,Cornell_Pos_Blank1,249.55328:38578 250.55663:0 251.55999:0,,241.65497_@_12.076,4.959996765,3.553112583,3.753330279,4.644361773,3.508440236,3.927098974,3.68732688,3.608273497,3.328994622,4.15375371,3.526875966,3.554525899,3.647823367,3.576989819,3.455535491,3.83309805,3.764125787,3.693324687,4.134436804,3.509223719,3.185300435,3.751109765,3.138773667,3.463190524,3.65262419,3.059969284,3.475193346,3.84811549,3.421089847,3.750367301,3.706017997,3.500274148,3.796827529,2.898363916,3.228289902,3.627792104,3.644119376,3.710053698,3.730675049,4.067972904,-0.628645684,4.22770035,-0.507472892,0.000830815,0.173157424,0.164271556,31,4.53E-05,-0.000785522,0
11724,11724,1.763,368.04312,w/o MS2:Cefaclor,[M+2H]2+,,0.528,FALSE,6.85,368.04321,C15H14ClN3O4S,N-acyl-alpha amino acids and derivatives,QYIYFLOTGYLRGG-GPCCPHFNSA-N,O=C(O)C1=C(Cl)CSC2N1C(=O)C2N=C(O)C(N)C=3C=CC=CC3,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,99.9,,,,60.7,Cornell_Pos_S-05_R,368.04312:6924064 369.04647:526118 370.04983:0,,360.18094_@_2.8,6.391538026,6.052352577,5.787678519,6.915397972,5.393919174,5.414134205,5.678997209,6.027558768,5.759455115,5.160992345,5.993312036,5.755447853,6.659695661,5.29136173,5.810941707,5.422414105,5.770838214,5.701131744,5.33318753,5.696046471,5.810490285,5.822598431,5.57615878,5.42599871,5.527175651,5.455931932,5.481487509,5.88557946,5.553338306,6.04514281,5.570585645,5.964387938,5.521437518,5.82971985,5.917416093,5.653975667,6.095704363,5.878525794,5.399630082,5.837083219,-0.588913943,6.286741773,-0.507171636,0.000837761,0.162343268,0.154012347,32,4.68E-05,-0.000791007,0
12959,12959,8.29,392.24365,w/o MS2:Heteratisine,[M+H]+,,0.067,FALSE,,392.24316,C22H33NO5,Quinolidines,YPSAOPXJHSESSR-MMOBYWJYSA-N,CCN1C[C@]2(C)CC[C@H](OC)[C@@]34C5C[C@@H]6CC[C@@](O)(C5C(=O)O6)C([C@@H](O)C32)[C@@H]14,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.8,,,,,3.32,Cornell_Pos_S-09,392.24365:1373923 393.247:284476 394.25036:1160886,,385.25504_@_1.772,2.279565267,2.790891848,3.319055387,3.533144608,3.597178032,3.657683199,3.708492785,3.316322913,3.602420198,3.245814995,3.488709172,3.943240811,3.600733141,3.469868113,3.455267195,3.070209887,3.366688431,3.327365574,3.795039954,3.322759247,4.020672111,3.018371031,3.391292023,3.590157599,3.29606133,3.54079569,3.801587023,3.561649254,3.57694103,3.482140263,3.363157327,3.586934518,3.539369226,3.178702531,3.64182979,4.21567699,3.769271021,3.681112942,3.470756187,3.326470156,0.547689658,2.980664278,0.506329993,0.000857442,0.15131693,0.143551844,33,4.82E-05,-0.000809227,0
27139,27139,2.044,694.99042,Unknown,[M+5H]5+,,0.225,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,51.11,Cornell_Pos_S-35_R,694.99042:2230738 695.99377:475610 696.99713:0,,685.08929_@_12.301,3.293388699,3.089777786,2.676653761,2.821709178,3.754769728,3.48630308,3.533865696,4.147416599,3.2841628,3.805304146,3.502919772,3.633371093,3.702838801,4.221167157,3.741544195,3.81089428,3.53223953,2.929910986,3.120920279,3.81326879,3.883855269,3.498105479,3.790183557,3.253479688,3.86079038,3.155349531,3.298480921,3.197514745,3.903479517,3.817408525,3.257068099,3.6865184,3.323919796,3.083260857,3.241914934,3.280629214,3.441470992,3.455855442,3.667670761,3.893114208,0.585477845,2.970382356,0.506305228,0.000858027,0.161767775,0.153466386,34,4.97E-05,-0.000808352,0
18586,18586,1.818,500.08801,Unknown,[M+H]+,,0.112,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,63.85,Cornell_Pos_S-03,500.08801:1433274 501.09136:0 502.09472:0,,492.15836_@_1.82,3.051269384,2.82512603,3.508230368,3.64134487,3.947543797,3.353736605,5.597456804,5.052206068,5.739784479,5.135765013,4.769380802,5.500240056,5.187227456,4.517736321,4.071653828,4.96249444,4.899000226,4.496221979,4.870576417,6.358975079,5.262183074,3.278363493,5.031750848,4.564374742,4.074185657,3.98469868,4.44739666,3.688931921,4.315226826,4.240860024,4.574085058,4.958781587,4.917699956,5.026331521,3.547449757,3.450339624,5.057953783,3.466558354,4.230523771,4.694779539,1.334409399,3.256492663,0.505836159,0.00086918,0.369157559,0.350213611,35,5.11E-05,-0.000818044,0
26365,26365,2.175,676.87878,Unknown,[M+H]+,adduct linked to 27091_[M+NH4]+,0.315,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,141.74,Cornell_Pos_S-03,676.87878:7065824 677.88213:1001872 678.88549:3155707,,666.92017_@_17.415,3.384427588,4.43651411,4.187232896,3.729142095,4.274056378,4.755708336,4.233578163,4.293825372,4.123993658,4.345061582,4.051372843,4.257544779,4.651564823,4.22304798,4.471659133,4.500973104,4.714366458,4.472145967,4.218141504,3.86842153,4.729375094,4.523675401,4.415674924,4.401091607,4.515121163,4.494680779,4.086980718,4.137283292,4.096004676,4.463403245,4.629807774,4.454760701,4.464885931,4.252215908,4.628901774,4.534190832,4.288220985,4.510333447,4.447801822,4.481048591,0.454863058,3.934329172,0.504302409,0.000906554,0.126349581,0.119865737,36,5.26E-05,-0.000853956,0
5612,5612,11.727,245.19031,w/o MS2:Celestolide,[M+H]+,ion correlated with 9351; ion correlated with 5689,0.607,FALSE,13.121,245.19,C17H24O,Indanes,IKTHMQYJOWTSJO-UHFFFAOYSA-N,CC(=O)C1=C2CCC(C)(C)C2=CC(=C1)C(C)(C)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.5,100,,,,81.95,Cornell_Pos_S-09,245.19031:30559874 246.19366:5414624 247.19702:0,,237.10269_@_12.86,4.343290822,8.473619553,3.294397398,3.563188017,3.294109881,3.670316274,3.911669736,3.652192822,3.845242632,3.649358875,3.588125898,3.575930794,3.231688317,3.256790723,2.987674462,3.739143598,3.728121867,3.757109908,3.318403444,3.587614837,2.166251082,3.072532827,3.624387866,3.489020977,3.354740252,3.440057849,2.923707084,2.906959489,3.31989175,3.490883464,2.613822569,3.871986823,3.651645259,3.899392965,3.928754126,3.531571422,3.793738747,3.291035342,2.943248075,3.939919454,-1.472872795,4.918623947,-0.503389548,0.000929471,0.41012188,0.389075778,37,5.41E-05,-0.000875412,0
24148,24148,9.383,618.3822,w/o MS2:deferrioxamine E,[M+H]+,,0.191,FALSE,,618.38208,C27H48N6O9,Macrolactams,NHKCCADZVLTPPO-UHFFFAOYSA-N,O=C1N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCCN=C(O)CC1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.9,,,,,7.68,Cornell_Pos_S-47,618.3822:547386 619.38555:0 620.38891:0,,608.88721_@_18.782,4.189931582,3.92965764,3.944748744,3.7846747,4.298261604,4.311451637,4.254021891,4.252671275,3.982270517,4.096406336,4.298000168,4.414969015,4.179831443,4.223994225,4.050421112,3.931921385,4.137571439,4.313769103,4.114103164,4.156949294,4.185960611,4.478160935,4.225043278,4.106023263,4.269474135,4.318663699,4.054353451,3.996477186,4.475557538,4.221130829,4.291924329,4.219226755,4.153038512,4.298425989,4.369896788,4.280462427,4.260881274,4.195285194,4.164627823,4.070103032,0.250283796,3.962253166,0.503240135,0.00093327,0.069719313,0.066141547,38,5.55E-05,-0.00087775,0
32179,32179,2.04,867.15881,"w/o MS2:NCGC00380766-01!1,5,8-trihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyxanthen-9-one [IIN-based on: CCMSLIB00000847255]",[M+2H]2+,,0.18,FALSE,,867.159,C19H18O11,Xanthones,IOJCAEBIAPRCCI-FJMCMGCSSA-N,OC[C@H]1O[C@@H](OC2=CC3=C(C(=O)C4=C(O)C=CC(O)=C4O3)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.8,,,,,30.8,Cornell_Pos_S-15,867.15881:1943598 868.16216:1274128 869.16552:714550,,848.216_@_1.876,3.222964006,3.788223175,3.664932999,2.923462603,4.617114964,3.660524113,4.54961817,5.180256025,4.800158559,4.771376816,4.29208903,4.833052439,4.229662571,3.729698276,4.245778766,4.628955366,4.176970717,3.207720081,4.519122018,4.769860932,4.755191675,3.754278134,4.209298201,4.520022168,4.155417407,4.118386046,4.148508345,4.229620372,4.950643327,3.844486062,3.422244336,4.641980196,4.725028774,4.960853721,3.944359494,3.41378792,4.694482664,4.330417446,3.52981358,4.514587743,0.907753372,3.399895696,0.498196048,0.001069916,0.256287342,0.243135521,39,5.70E-05,-0.001012935,0
11767,11767,1.904,369.09726,w/o MS2:NCGC00386052-01!,[M+NH4]+,similar chromatogram in higher mz_12469; similar chromatogram in higher mz_16774; similar chromatogram in higher mz_26816; adduct linked to 10892_[M+H]+; similar chromatogram in higher mz_20668; similar chromatogram in higher mz_23627; similar chromatogram in higher mz_27974,0.517,FALSE,,369.09698,C20H16O7,Hydroxyanthraquinones,RYFFZJHGQCKWMV-UDRWWJRQSA-N,C[C@]12CCCC(O1)C3=C(O)C4=C(C=C3O2)C(=O)C5=CC(O)=CC(O)=C5C4=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.6,,,,,112.84,Cornell_Pos_S-25,369.09726:8318726 370.10061:1174527 371.10397:649986,,361.16498_@_2.857,5.973422283,5.589901605,5.670085637,6.405487352,5.324135849,4.852441461,5.151575815,5.772522596,5.078714793,5.553144395,5.039076662,4.79541478,5.890149974,4.9618805,5.635077957,5.299214181,5.476360955,5.192424828,5.284457171,5.211557868,4.639952723,5.611153294,5.211574376,5.311101265,5.363468342,5.419385121,5.176599719,5.494920967,5.126785983,5.625484158,5.461492214,5.537242218,5.436125284,5.707432686,5.682082975,5.613170925,5.820333453,5.283615886,5.127585235,4.80684232,-0.577099249,5.909724219,-0.495642876,0.001145627,0.164048731,0.155630291,40,5.84E-05,-0.001087185,0
15664,15664,1.763,443.1127,"w/o MS2:3-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-methylpyran-4-one",[M+NH4]+,adduct linked to 14795_[M+H]+,0.528,FALSE,0.404,443.11511,C17H24O12,O-glycosyl compounds,OXNYNKGAOAFFBD-AHZIVMAWSA-N,O=C1C=COC(=C1OC2OC(COC3OCC(O)(CO)C3O)C(O)C(O)C2O)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,73.9,100,,,,139.75,Cornell_Pos_S-47_R,443.1127:4691349 444.11605:791810 445.11941:0,,435.095_@_1.807,4.625885662,2.350242029,4.591129086,3.398566414,4.358920449,4.032634731,5.456322597,4.77405297,5.239869863,5.002799932,5.051625152,5.290094022,4.450465653,4.741614101,4.356692831,4.714797595,3.204220844,5.224550014,6.002456056,5.19814835,4.916729638,4.919983119,4.099213239,4.534262417,5.009348665,4.386136114,4.630000225,4.810169745,5.174939799,4.547663999,4.667919657,4.770466531,5.237766769,4.732683429,4.662833935,4.395694378,4.927593631,4.511960794,4.579331518,4.697589947,1.017198444,3.741455798,0.494589214,0.001178232,0.289969569,0.275089287,41,5.99E-05,-0.001118329,0
33466,33466,12.336,964.86224,Unknown,[M+H]+,,0.045,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,18.8,Cornell_Pos_S-50,964.86224:224252 965.86559:0 966.86895:0,,930.88312_@_2.091,5.232168029,4.095688286,3.778829284,5.599814727,3.734367888,3.439492787,3.107206241,3.304345279,2.871009573,3.386226352,3.675375061,3.011864426,4.36853433,3.347190529,2.385437625,3.713987981,3.386084357,3.359105337,3.770376678,3.605491452,3.845418104,4.562549424,2.997285944,4.141768888,2.731636552,2.350639113,2.406775315,3.592027256,3.317098506,3.548334309,3.618745182,1.87415333,3.426752411,4.480014336,3.118015365,2.300135645,3.666233736,3.752105729,5.006971051,3.630593432,-1.264587595,4.676625082,-0.49446877,0.001182011,0.360608258,0.342103032,42,6.14E-05,-0.001120647,0
1185,1185,11.45,134.35852,Unknown,[M+3H]3+,,0.09,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,19.75,Cornell_Pos_S-35_R,134.35852:236956 135.36187:0 136.36523:0,,124.83299_@_11.361,4.637499719,3.774759621,4.150568318,4.000194588,3.898153648,3.60645267,3.193542022,3.57299218,3.53918767,3.152027619,4.160329385,3.719032107,3.912099455,3.423761725,3.220038197,3.836072916,3.961793764,3.376551236,3.142526689,3.548999448,3.405864982,3.419599533,3.748823333,3.334565558,3.584905333,4.200967374,3.526293635,3.554252075,3.750679993,3.625749417,3.36921002,2.919996974,3.878469191,3.420352357,4.014717845,3.001421457,3.09589367,3.379061038,3.761481265,3.093366196,-0.603276895,4.140755561,-0.493704692,0.001206235,0.172382019,0.163535942,43,6.28E-05,-0.00114341,0
3541,3541,2.168,192.966,Unknown,[M+H]+,adduct linked to 4216_[M+NH4]+; similar chromatogram in higher mz_31550,0.371,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,55.52,Cornell_Pos_S-25,192.966:1737726 193.96935:0 194.97271:0,,184.97728_@_1.902,5.713881331,4.194066616,4.267190992,5.959198239,3.968006035,3.336922825,4.589465599,5.140961105,3.555602263,3.498009918,3.51199234,2.380061941,5.40849521,4.299600394,2.835687211,3.734115843,3.433842108,3.478893783,3.679529279,3.662874728,3.955518056,3.021696179,3.033287382,3.260136786,3.886871064,3.711944841,4.208990126,4.181861097,3.823925139,2.965030293,3.461635739,2.352375563,3.621820715,4.743344531,3.186230115,3.890836667,2.379551907,3.075145009,4.553973596,4.494440897,-1.357954398,5.033584294,-0.493166921,0.001223547,0.388585065,0.368644161,44,6.43E-05,-0.001159261,0
22004,22004,12.579,569.32574,w/o MS2:N-[5-[[4-[4-[acetyl(hydroxy)amino]butylamino]-4-oxobutanoyl]-hydroxyamino]pentyl]-N'-(5-aminopentyl)-N'-hydroxybutanediamide,[M+H]+,ion correlated with 19684,0.045,FALSE,,569.3269,C24H46N6O8,N-acyl amines,GUZJCKBQAGGXGH-UHFFFAOYSA-N,O=C(N(O)CCCCN=C(O)CCC(=O)N(O)CCCCCN=C(O)CCC(=O)N(O)CCCCCN)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,93.2,,,,,19.71,Cornell_Pos_S-09_R,569.32574:1137260 570.32909:286651 571.33245:0,,562.06866_@_17.185,5.628433321,5.415324994,5.321874335,4.771438791,5.905355735,5.790807974,5.671284497,5.696259231,5.70573514,5.431598654,5.630764321,5.719875528,5.562716949,5.621627486,5.50815296,5.93711009,5.510221254,5.506163993,5.820799384,5.568745881,5.906572585,5.455352149,5.790032809,5.586238485,5.805841323,5.239617061,5.807216425,5.568993477,5.74320706,5.551241929,5.81465704,5.230653975,5.691838382,5.68492936,5.452332429,5.489559135,5.567129135,5.600958368,5.850832875,5.926920813,0.364380581,5.28426786,0.491894304,0.001265396,0.104625535,0.099256498,45,6.57E-05,-0.001199649,0
3540,3540,11.355,192.95799,Unknown,[M+H]+,,0.045,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.28,Cornell_Pos_S-05_R,192.95799:223606 193.96134:0 194.9647:0,,184.95737_@_11.511,4.730800758,4.402844113,3.792265497,3.41912554,3.132680875,3.459859752,2.606490664,3.735559378,2.546686017,3.60433136,3.319259783,3.20511073,3.63946183,2.742053121,2.735088858,3.563672451,3.313557594,2.914514083,3.628623801,3.771938567,3.592144265,3.512362802,3.431994746,2.935555883,4.022861323,3.678815006,3.310306444,3.294244286,3.446579242,3.904199996,3.796688692,3.445443207,2.895220441,3.238315145,3.126306962,2.924384462,3.423365948,3.746107063,3.56036117,3.71029248,-0.727524576,4.086258977,-0.490890014,0.001299311,0.209459606,0.19871083,46,6.72E-05,-0.001232103,0
31468,31468,11.897,830.55048,Unknown,[M+H]+,,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,1214.32,Cornell_Pos_S-13,830.55048:49332592 831.55383:28410110 832.55719:9911107,,812.35059_@_2.279,3.228899221,2.330172716,2.488763988,2.466219061,3.532038341,2.52892048,5.275698342,3.000715216,3.645605431,3.541096886,3.637010276,3.185659332,3.914911623,3.579148798,3.618988454,3.592394361,2.996085346,3.331559658,4.380302559,3.969829733,2.862932692,3.741473081,3.577690701,3.951837342,3.584174908,3.838859688,3.761126359,3.802369112,2.673004747,3.448541364,3.773214763,2.931339815,3.390053657,3.516704621,3.654359971,2.958615695,4.421030487,3.549726155,3.516517897,3.174065677,0.923086353,2.628513747,0.490306901,0.00131937,0.266179594,0.252520135,47,6.87E-05,-0.001250701,0
26689,26689,8.916,683.41418,Unknown,[M+NH4]+,adduct linked to 25978_[M+H]+,0.281,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,14.14,Cornell_Pos_S-36,683.41418:5259942 684.41753:2749430 685.42089:976130,,675.28949_@_2.079,6.156193093,3.447742708,4.50947782,6.102044189,3.011032498,3.273089103,3.559086729,5.135109829,3.284175614,3.491381459,3.810150166,3.455705204,4.836541658,3.710639613,2.655381111,3.346610392,3.664626382,3.376561785,3.693372477,3.11349514,3.521334171,5.509368855,3.090895258,3.673480738,3.62214187,3.301167432,4.26790267,3.220292547,3.609331526,3.732480954,4.23899356,3.265369438,3.534465652,3.22576238,3.68939835,3.339087403,5.668625852,4.287256041,2.976757067,3.619475808,-1.364682599,5.053864453,-0.490305218,0.001319428,0.393519307,0.373325194,48,7.01E-05,-0.001249298,0
14597,14597,2.031,422.09567,w/o MS2:Piragliatin,[M+H]+,,0.292,FALSE,14.557,422.0936,C19H20ClN3O4S,Phenylacetamides,XEANIURBPHCHMG-SWLSCSKDSA-N,CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](C[C@H]1CCC(=O)C1)C(=O)NC1=NC=CN=C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,79.9,99.2,,,,78.66,Cornell_Pos_S-09_R,422.09567:5681792 423.09902:507052 424.10238:587918,,414.95792_@_1.952,5.439429787,4.215762051,4.232879284,6.067023978,2.963122301,3.711146542,4.264404131,4.433176603,3.380202355,3.11013582,3.529919125,3.719722472,5.427683325,4.45786144,2.955563518,3.681860125,4.284524638,3.710071547,2.668433411,3.221550552,2.861590136,3.950523412,3.680618273,3.633865547,2.813245854,3.350872725,3.465006516,2.745611275,3.502850715,3.371458245,3.696916568,3.592339069,3.730262635,4.238485275,3.433841075,3.608072648,2.519137204,3.637977716,6.14683092,3.818190952,-1.341077257,4.988773775,-0.488692423,0.001376345,0.388391751,0.368460767,49,7.16E-05,-0.001304754,0
