,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-14_LMH_PS_PMM_R1,0_Cornell_Pos_S-15_LMT_LMH_PS_PMM_R1,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-19_LMH_PS_PMM_R1,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM_R1,0_Cornell_Pos_S-50_LMH_LCT_PS_PMM_R1,1_Cornell_Pos_S-01_LMT_PS_PMM_R1,1_Cornell_Pos_S-03_LCC_PS_R1,1_Cornell_Pos_S-04_LMT_PS_PMM_R1,1_Cornell_Pos_S-05_O_R1,1_Cornell_Pos_S-06_O_R1,1_Cornell_Pos_S-07_O_R1,1_Cornell_Pos_S-08_LMT_PS_PMM_R1,1_Cornell_Pos_S-09_LMT_PS_PMM_RP_R1,1_Cornell_Pos_S-13_O_R1,1_Cornell_Pos_S-18_O_R1,1_Cornell_Pos_S-20_O_R1,1_Cornell_Pos_S-21_LMT_PS_PMM_R1,1_Cornell_Pos_S-22_O_R1,1_Cornell_Pos_S-23_O_R1,1_Cornell_Pos_S-25_O_R1,1_Cornell_Pos_S-26_O_R1,1_Cornell_Pos_S-28_LMT_PS_PMM_R1,1_Cornell_Pos_S-29_RP_R1,1_Cornell_Pos_S-30_O_R1,1_Cornell_Pos_S-31_LMT_PS_PMM_R1,1_Cornell_Pos_S-33_O_R1,1_Cornell_Pos_S-34_O_R1,1_Cornell_Pos_S-36_O_R1,1_Cornell_Pos_S-37_O_R1,1_Cornell_Pos_S-38_O_R1,1_Cornell_Pos_S-41_O_R1,1_Cornell_Pos_S-43_RP_R1,1_Cornell_Pos_S-44_O_R1,1_Cornell_Pos_S-46_O_R1,1_Cornell_Pos_S-47_RP_R1,1_Cornell_Pos_S-48_O_R1,1_Cornell_Pos_S-49_O_R1,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
8100,8100,5.96,299.20004,"w/o MS2:NCGC00380144-01_C20H28O3_(8E)-14-Hydroxy-5,9,12,13-tetramethyl-16-methylene-4-oxatricyclo[10.3.1.0~3,5~]hexadeca-1(15),8-dien-2-one",[M+H]+,ion correlated with 10958,0.022,FALSE,,299.20001,C20H28O3,Secondary alcohols,VHPDNWQKZMURPV-GHXNOFRVSA-N,CC1C(O)\C=C/2C(=O)C3OC3(C)CC\C=C(C)\CCC1(C)C2=C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,,,,,3.26,Cornell_Pos_S-23,299.20004:697991 300.20339:160663 301.20675:193910,,291.20721_@_14.567,4.81851604,4.507865263,4.06307159,3.801410247,4.280785313,4.61086738,4.446688188,4.979354973,4.903074144,4.738086925,4.838263258,4.749874618,4.547559852,4.730111437,4.243139353,4.748512549,4.992537636,4.422617653,4.670507873,5.090345475,4.895368572,4.601243446,4.998972564,4.974422534,5.29220401,5.122391368,4.692793681,4.784595223,4.881027865,4.723859923,4.747740596,4.520752978,4.950883796,4.947244539,4.635005824,4.250224704,4.180977417,5.165069008,4.883101903,4.707611274,0.331121438,4.438569874,0.425742667,0.006163866,0.114162159,0.102109739,135,0.000197236,-0.00596663,0
13592,13592,11.929,403.79221,Unknown,[M+H]+,,0.079,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.84,Cornell_Pos_S-50_R,403.79221:1756068 404.79556:0 405.79892:0,,396.57352_@_11.86,4.715956876,5.061398665,3.600348082,3.362276538,3.687571701,5.017751281,4.75696494,5.050523593,4.197877938,3.12895749,3.377347155,3.137740108,2.72774219,4.705620566,5.021840461,2.877567765,4.755620041,3.498186673,4.080717172,3.778521333,3.536861885,3.562160794,1.952104272,3.570678395,2.930115654,4.239425963,2.885977091,2.774556003,3.536671691,3.514661963,4.658689789,3.845853531,3.74004307,3.632500404,3.767569042,3.120177557,4.146202721,3.615747541,2.879803226,4.358527662,-0.795471861,4.40659896,-0.425656045,0.006175444,0.274326414,0.245365004,136,0.000198697,-0.005976747,0
13132,13132,12.663,395.22147,w/o MS2:Bixin,[M+H]+,ion correlated with 4061; ion correlated with 7409; ion correlated with 12086; ion correlated with 7921,0.213,FALSE,,395.22168,C25H30O4,Acyclic diterpenoids,RAFGELQLHMBRHD-IFNPSABLSA-N,O=C(O)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)OC)C)C)C)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.8,,,,,13.41,Cornell_Pos_S-05_R,395.22147:2000671 396.22482:429500 397.22818:200263,,388.8042_@_11.794,5.584231225,5.30079464,4.819536178,4.439758922,4.643506847,5.06337091,5.296927892,5.089144486,4.398945879,5.039614696,4.60745544,4.633892168,5.576338419,4.887131024,4.789583393,4.994799899,4.838754147,4.456695055,4.876917111,4.6417855,4.37905588,4.543872342,4.848098566,4.915790042,4.301623222,4.576901078,4.767869557,4.622360677,4.576563355,4.684844781,4.377998825,4.494070245,4.239225506,4.125992251,4.624952996,4.277995758,4.744468044,5.071024496,4.949187412,4.696716184,-0.355892514,5.029658887,-0.425080262,0.006252879,0.122936087,0.109957379,137,0.000200158,-0.006052721,0
7636,7636,2.161,290.0163,Unknown,[M+H]+,,0.831,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,168.49,Cornell_Pos_S-03,290.0163:4609396 291.01965:337383 292.02301:898893,,282.16843_@_10.752,3.588182945,3.995666671,3.508901693,3.651266142,3.60632476,4.135270799,3.781105173,4.185171016,3.367430072,3.181802218,3.211233811,3.275780835,3.141720448,3.911268458,3.536776664,2.996770546,3.151354382,3.863879819,3.458966533,3.547546742,2.913436253,3.228052066,2.45718501,3.501890537,2.591662754,3.959743051,2.825783326,3.174716914,3.44017903,3.624886111,3.778208838,3.611826408,3.524882025,3.88280762,3.874323529,3.584855413,3.806382523,3.612353675,3.277211386,2.635305241,-0.433041705,3.80648615,-0.424884027,0.00627946,0.149670081,0.133868991,138,0.000201619,-0.006077842,0
11650,11650,14.01,366.26242,"w/o MS2:2-[4a-methyl-8-methylidene-4-(3-methylpentanoyloxy)-1,2,3,4,5,6,7,8a-octahydronaphthalen-2-yl]prop-2-enoic acid",[M+H]+,ion correlated with 6781; ion correlated with 3476,0.124,FALSE,6.082,366.26361,C21H32O4,"Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids",QVSFEOQJKPOOHP-UHFFFAOYSA-N,O=C(O)C(=C)C1CC(OC(=O)CC(C)CC)C2(C)CCCC(=C)C2C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,92.9,99.7,,,,6.76,Cornell_Pos_S-50,366.26242:602127 367.26577:380675 368.26913:0,,358.98065_@_17.652,7.552055826,7.102822386,7.375798411,7.320759548,6.837739832,7.445799177,6.828211937,6.892149822,6.950391144,6.780678621,6.973108521,6.9142474,6.968032795,7.114639688,6.881285215,6.647084773,6.957609893,7.127060624,6.905350402,6.768126193,6.949795642,6.824311577,6.79042329,6.711801289,6.859151187,7.037768404,6.901256247,6.786923492,7.026089315,6.938343342,7.233366074,6.750196083,6.969535687,6.971816986,7.085526615,6.897151459,7.512068313,6.86661272,6.854700107,7.197850194,-0.22715764,7.169417118,-0.424840254,0.006285403,0.078521253,0.070231543,139,0.00020308,-0.006082323,0
18229,18229,9.518,492.32178,Unknown,[M+H]+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,25.22,Cornell_Pos_S-25,492.32178:2253768 493.32513:0 494.32849:0,,485.35962_@_17.935,4.514662279,4.488431751,4.582850213,4.238667175,4.648324125,4.601102102,4.705450516,4.185656019,3.493322951,3.79848369,4.396365172,4.565164112,4.294650467,3.907985608,4.214835959,4.411753091,4.35084978,4.330173334,4.619072994,4.266243912,3.816877674,4.131238149,3.833654988,4.175520706,4.340165998,4.046597804,4.531825301,4.056918262,4.19693184,4.048657095,4.269084093,4.604108187,4.199284478,4.599578833,4.264359276,4.407434008,4.21482318,4.114770211,4.22898463,3.777372322,-0.292296519,4.495643022,-0.424709926,0.006303126,0.101075547,0.090404717,140,0.000204541,-0.006098585,0
21761,21761,2.063,565.05652,Unknown,[M+H]+,,0.18,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,141.04,Cornell_Pos_S-25,565.05652:10140866 566.05987:2303854 567.06323:1586999,,557.10663_@_1.82,5.36984843,4.937660857,5.222199375,5.535063831,5.542731551,4.96063158,5.430795567,4.961946194,5.574282829,5.21898623,6.446967162,5.498521256,5.716683412,6.320871194,5.281331325,4.954855301,5.221870828,5.91273908,6.377439281,5.965308136,5.581498778,6.587339026,5.015172682,5.994509986,6.473430864,6.031930452,5.771797334,6.302388792,5.103887424,6.120343407,5.584036698,5.88659369,6.11500555,4.830045078,4.889456581,6.030599658,6.137167814,5.851583015,5.902020773,6.179559589,0.532334803,5.245109673,0.424600056,0.0063181,0.184138415,0.164698405,141,0.000206002,-0.006112098,0
1642,1642,8.285,147.11273,w/o MS2:Lysine,[M+H]+,,0.011,FALSE,9.542,147.1127,C6H14N2O2,D-alpha-amino acids,KDXKERNSBIXSRK-YFKPBYRVSA-N,O=C(O)C(N)CCCCN,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,100,,,,1.68,Cornell_Pos_S-05,147.11273:1299668 148.11608:310700 149.11944:0,,137.06003_@_13.974,4.784526839,4.571360645,4.720531857,5.869324156,4.738673306,5.006713055,4.722450038,4.613830858,4.695126042,4.563675323,4.61036965,4.551578061,4.068909629,4.568228637,4.649552139,4.462066601,4.562403659,4.618591872,4.686006023,4.717609245,4.641555101,4.381013844,4.117302549,4.683489754,4.55906595,4.631891761,4.599324761,4.6081698,4.766096839,4.60219381,4.762528192,4.693491697,4.470469824,4.687706367,4.897843848,4.762578252,4.856377111,4.543471268,4.80726877,4.504107106,-0.27436186,4.878426344,-0.424164646,0.006377744,0.095022562,0.084990763,142,0.000207463,-0.006170281,0
22649,22649,2.143,584.95166,Unknown,[M+5H]5+,,0.112,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,23.49,Cornell_Pos_S-25,584.95166:516159 585.95501:0 586.95837:0,,575.90857_@_2.257,4.883139572,5.663612307,4.722415073,3.897873879,3.966333126,5.181288838,5.826569808,4.277093128,3.102140894,4.874424065,3.439317082,3.682139571,4.459929081,4.491958143,5.203549734,4.374035162,4.343456778,3.666687493,3.025954057,3.49256676,3.34356678,2.45278281,3.384067625,4.483197664,3.127352958,4.242971668,4.130735413,3.647454409,3.529785636,4.099005494,5.084492282,4.563418094,3.600955666,5.055156105,4.820817509,4.400720746,3.616029786,4.572923762,3.308997842,4.487221345,-0.798921578,4.802290716,-0.424119057,0.006384017,0.276734986,0.247519297,143,0.000208924,-0.006175093,0
1309,1309,9.788,138.93204,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.27,Cornell_Pos_S-50_R,138.93204:111595 139.93539:0 140.93875:0,,128.07126_@_7.26,6.464563508,6.300510444,6.394204491,6.352491555,6.077541604,6.28875679,6.490355357,6.335121069,5.776919822,6.214031208,6.103529963,6.366862439,6.100858088,6.221981927,6.342698671,6.311054739,6.137926665,5.982137011,5.840394882,6.010860938,5.983980746,6.114531927,6.38699484,6.121930166,6.205063121,5.887297037,5.940258162,6.155397753,5.958898413,5.930126677,6.224576579,6.086853542,5.950144675,6.672251037,6.224010334,6.067081467,6.236122714,6.415794601,6.150067312,5.687902978,-0.218926214,6.337943102,-0.423550453,0.006462704,0.075957017,0.067938021,144,0.000210385,-0.006252319,0
29095,29095,1.815,745.75873,Unknown,[M+5H]5+,,0.146,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.8,Cornell_Pos_S-35,745.75873:871216 746.76208:0 747.76544:993234,,737.21051_@_15,4.589459124,4.826528148,4.85569771,5.355754668,5.086178374,5.148466103,4.400902857,5.097681704,5.475001273,5.487437825,5.174582021,5.24648537,5.189352808,5.098978259,4.909902969,4.566055556,5.064702142,5.020988636,4.66571232,5.295519023,5.142943802,5.382080471,5.258062518,5.196842807,5.463380244,5.205923279,5.185051473,5.189538891,5.250781304,5.480522231,5.513571953,5.069989425,5.136232748,5.086825256,5.025806302,5.215000112,5.139656499,5.355447294,5.153696078,5.381831274,0.268288357,4.920083586,0.423537598,0.006464493,0.093086783,0.08325935,145,0.000211846,-0.006252647,0
32471,32471,2.056,888.69623,Unknown,[M+2H]2+,,0.169,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.87,Cornell_Pos_S-35,888.69623:530263 889.69958:0 890.70294:0,,861.10236_@_2.02,5.171338909,5.09476398,5.059140017,4.461766651,4.724291366,6.316780286,4.540111733,4.643816915,4.465969718,4.873551399,3.802379206,4.273596135,4.880533849,4.217276301,4.09211809,3.757327721,4.672995212,4.464597445,3.518545232,3.408686038,4.560000487,3.791890386,3.006998703,5.450465378,3.586261065,4.202746095,4.547412315,4.360211273,4.789943256,4.745073758,4.541190782,3.594432022,3.47462737,4.494071383,4.647026513,4.67068363,5.534947486,4.506225102,4.88091056,4.709263969,-0.672690049,5.001501232,-0.42339521,0.006484333,0.233495834,0.208845023,146,0.000213307,-0.006271026,0
33487,33487,11.829,966.71149,Unknown,[M+H]+,,0.213,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,16.87,Cornell_Pos_S-50_R,966.71149:2016594 967.71484:1510634 968.7182:0,,933.90576_@_18.918,3.253732902,3.734785194,3.126433575,3.829602026,3.279747652,3.178226467,3.711710993,3.257831031,3.867844028,3.910196144,3.492456994,3.469248715,3.924256122,4.007908703,4.196311589,3.454799357,3.675869577,3.986025055,3.625546117,3.122033203,3.982572652,3.830716719,3.950276603,2.981626549,4.144255527,4.096505936,3.883327573,3.611491263,3.580781501,3.75328419,4.253361554,3.661322764,3.810910944,4.041642853,3.326309256,3.572008727,4.138899035,3.614650699,4.004313764,3.532767533,0.344226309,3.42150873,0.423191807,0.006512766,0.119553539,0.106931936,147,0.000214768,-0.006297998,0
22548,22548,1.909,582.21704,"w/o MS2:NCGC00347371-02!methyl (4S,5Z,6S)-4-(2-methoxy-2-oxoethyl)-5-[2-[(E)-3-phenylprop-2-enoyl]oxyethylidene]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",[M+H]+,,0.135,FALSE,,582.21802,C27H32O13,Terpene glycosides,QBKMGAJNGCTGFA-NVNVVJOKSA-N,COC(=O)C[C@H]1\C(=C\COC(=O)\C=C\C2=CC=CC=C2)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C1C(=O)OC,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,95.2,,,,,57.52,Cornell_Pos_S-42,582.21704:2301514 583.22039:0 584.22375:0,,573.41199_@_18.202,4.072716874,3.044094625,4.083022202,4.29839708,3.980096909,2.568189325,3.938254576,2.896281079,4.300848739,3.897306472,4.785829,3.907266563,3.35818269,3.887437416,4.214223154,4.313180568,4.3221914,4.149342769,3.999695143,4.323236623,4.12518764,3.95176242,3.915519038,3.579930357,4.276384856,4.127446912,4.537040771,4.2495879,4.070559156,4.38883421,3.954990521,4.331429433,4.071149765,4.068410646,3.591803284,3.971144361,3.397287629,4.016653651,3.692383805,4.45647501,0.459640976,3.610131584,0.423165008,0.00651652,0.159650624,0.142795859,148,0.000216229,-0.006300291,0
12636,12636,13.113,386.30057,Unknown,[M+H]+,,0.135,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,23.3,Cornell_Pos_S-25,386.30057:2731800 387.30392:629056 388.30728:0,,378.09036_@_1.983,3.802153709,4.158036542,5.256952601,4.494847049,4.661235725,4.307044053,3.771586996,4.754167701,4.516533742,4.311730259,5.284758596,4.544614918,4.542037808,4.964806968,4.681723144,4.768656278,5.172096856,4.427463445,4.617402355,5.649396529,4.750631513,5.576945191,4.541269615,4.622408592,4.561405503,5.181828483,4.432703068,4.60949343,4.75073769,4.514473325,4.604979868,4.920779447,5.515216191,4.839317994,5.383187778,5.263729649,5.734390317,4.65608512,5.029224424,5.047815987,0.474804581,4.400753047,0.422899845,0.006553766,0.165043467,0.147619364,149,0.00021769,-0.006336076,0
33081,33081,2.027,929.70496,Unknown,[M+2H]2+,,0.202,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,40.21,Cornell_Pos_S-14,929.70496:4266143 930.70831:937716 931.71167:0,,904.05682_@_17.429,3.847188644,2.925227777,2.699607995,3.023170785,3.583589628,3.813501772,3.707827067,4.092537918,3.12513649,4.16429653,3.860308929,3.871580916,3.977559008,3.554675048,3.845143717,3.709330169,4.054996731,3.809713379,3.675089014,3.919076909,3.876929919,3.798546255,3.615534224,3.919935439,4.016596564,4.12075807,3.815025787,3.816187266,3.662170978,3.974464271,4.044585872,3.738328945,3.990180654,3.354813881,4.0562221,3.656280319,4.132294447,3.85097607,3.886933673,3.216733552,0.354368712,3.461581448,0.422839177,0.006562313,0.123201128,0.110194438,150,0.000219151,-0.006343162,0
7802,7802,2.54,293.10107,w/o MS2:_120106,[M+H]+,adduct linked to 8669_[M+NH4]+,0.056,FALSE,,293.10101,C15H16O6,2-benzopyrans,MMHTXEATDNFMMY-UHFFFAOYSA-N,COC1=CC(O)=C(C(OC2(C)C3=CC(O)C(O)C2)=O)C3=C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,,,,,5.12,Cornell_Pos_S-47,293.10107:1696326 294.10442:291227 295.10778:0,,285.83694_@_11.163,4.499915604,3.603534822,3.767870914,3.687215308,3.861649362,3.358290724,3.874491522,3.500156767,3.566501539,1.990794301,3.268596345,2.880312831,2.812588556,2.735329818,3.318023837,3.436959872,3.036529416,3.305227656,3.407449266,3.437355464,3.653521932,3.717737015,2.632660098,2.71704259,2.995076146,2.731501901,3.463165759,3.73299378,3.659817703,3.144663465,3.264713617,4.144232094,3.55812423,3.777659449,3.519162862,3.735055023,3.706840975,3.250740923,2.934323389,3.540435776,-0.485542577,3.769140628,-0.422791196,0.00656908,0.168828843,0.151005107,151,0.000220612,-0.006348468,0
27643,27643,1.973,707.13446,Unknown,[M+H]+,,0.404,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,148.51,Cornell_Pos_S-26,707.13446:6797718 708.13781:1920780 709.14117:0,,697.83606_@_15.232,4.292615536,4.077560757,4.30333303,4.370815446,4.359274154,4.06619417,4.086979363,4.262821514,3.494259257,3.79978115,3.965669875,3.670434338,3.619238969,3.031002431,4.175393272,3.687457986,3.970807017,3.416431886,3.641391332,2.818548715,4.100303813,3.941273499,4.153221534,4.083917599,2.678647976,3.662986969,4.304202188,3.526392661,4.198220358,4.267222,3.382430856,4.160607043,4.297396796,3.815476902,3.823586503,3.237210324,3.435194518,4.040627573,4.187199941,4.305634611,-0.449568937,4.227449246,-0.422718291,0.006579374,0.156353214,0.139846566,152,0.000222073,-0.006357301,0
18510,18510,19.828,498.3797,Unknown,[M+H]+,ion correlated with 18123; ion correlated with 20419; ion correlated with 21743; ion correlated with 19756,0.045,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,15.16,Cornell_Pos_S-46_R,498.3797:517927 499.38305:230557 500.38641:73565,,491.02023_@_2.064,5.093639005,4.938759001,4.508229045,4.421571405,4.766435617,4.611749641,4.615877691,4.601761205,4.676074791,4.980298155,3.638111445,3.407926819,4.381481697,2.681915599,3.333524833,3.775220393,4.192144005,3.999985391,4.265201003,4.226717376,4.749323126,3.695642351,4.159388017,5.168501525,3.946238556,4.589771941,4.161731777,3.05563898,4.138181591,4.71629009,4.344638674,3.327616826,3.937497065,3.407256136,4.465477587,4.328122796,4.645198793,2.965231287,4.582056302,4.237194329,-0.626640349,4.694752826,-0.421676222,0.006728031,0.218591525,0.195514203,153,0.000223534,-0.006504497,0
23793,23793,1.954,609.22876,"w/o MS2:(1S,2S,3R,4S,7R,10S,12R,15S)-4,12-bis(acetyloxy)-1,9,15-trihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.0?,??.0?,?]heptadec-13-en-2-yl benzoate",[M+H]+,,0.146,FALSE,4.55,609.2287,C31H38O11,Taxanes and derivatives,OVMSOCFBDVBLFW-ZZMVMVDNSA-N,O=C(OC1C2C3(OC(=O)C)COC3CC(O)C2(C(=O)C(OC(=O)C)C4=C(C)C(O)CC1(O)C4(C)C)C)C=5C=CC=CC5,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,100,,,,25.99,Cornell_Pos_S-08_R,609.22876:1230534 610.23211:0 611.23547:708073,,600.43201_@_11.579,3.152228936,2.735096456,3.810068442,2.977132525,3.816716157,2.214590042,2.12535904,3.060254581,3.836504862,3.479636956,3.437980665,3.294991012,2.632790656,3.705212108,3.328366532,3.521567244,3.379474313,3.721248305,2.834026503,4.224968589,3.391174047,3.687350961,4.748283568,3.418154887,2.989441604,2.942915397,3.037979728,4.106142645,3.753224448,3.433733522,4.454734191,3.592214985,3.401905051,3.101468161,3.249569625,3.505543693,3.751853086,3.581324798,3.89939405,3.845536508,0.5538415,2.986430772,0.421287531,0.006784217,0.193413812,0.172994572,154,0.000224995,-0.006559222,0
3809,3809,15.563,199.18115,w/o MS2:SyringicAcid,[M+H]+,,0.011,FALSE,,199.18201,C9H10O5,Gallic acid and derivatives,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,COC1=CC(=CC(=C1O)OC)C(=O)O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,96.3,,,,,7.36,Cornell_Pos_S-01_R,199.18115:728062 200.1845:80087 201.18786:0,,190.67552_@_11.606,4.876431831,3.123127797,3.310032674,4.239367678,3.737068925,3.788552917,4.794425807,4.196578597,3.452199878,3.673009209,3.617675865,4.569811627,2.661604336,3.742163965,3.555367423,4.297484067,3.100323208,3.758522345,3.429375864,4.210881322,2.852957087,4.258438254,3.500886816,3.55877372,3.488633543,3.109051996,3.415264539,3.349427034,3.631504209,3.142771364,3.190819415,3.129749366,3.349076747,3.341184284,3.577528462,3.251461779,3.364586872,3.402715955,2.716595764,3.457828056,-0.534520954,4.008198278,-0.421246192,0.006790217,0.186688917,0.166979644,155,0.000226456,-0.006563761,0
3558,3558,10.301,193.12175,Unknown,[M+H]+,ion correlated with 6380; ion correlated with 8212; ion correlated with 14005; ion correlated with 13144; ion correlated with 7304; ion correlated with 26850; ion correlated with 11409; ion correlated with 7200,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.6,Cornell_Pos_S-25,193.12175:2977313 194.1251:0 195.12846:0,,185.11758_@_17.42,5.0213714,4.788482869,4.932824035,5.034015273,4.60320213,4.871601738,4.896603374,4.973895261,4.883191873,4.113158383,4.956850186,4.563339302,4.980902711,4.224463223,4.563985922,4.360481938,4.081368514,4.650169481,4.201161233,4.440548159,4.403581226,4.822614414,5.346461938,4.218452008,4.315631067,4.549562699,4.496297309,3.450162566,4.761028895,4.177277979,4.670852074,4.534445982,4.591366358,4.238973235,4.808614454,3.920321225,4.845447313,4.557003667,3.872029311,5.017943007,-0.402196771,4.89024951,-0.420876919,0.006844011,0.14062267,0.125776739,156,0.000227917,-0.006616094,0
27244,27244,1.695,697.22504,Unknown,[M+H]+,,0.461,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,60.59,Cornell_Pos_S-36,697.22504:3071956 698.22839:752346 699.23175:0,,687.86127_@_2.254,4.7107904,5.445134634,4.484652776,3.980450399,3.647602563,5.511641345,5.034766026,4.434325209,4.069215681,4.8399189,3.57940462,3.61566279,4.567986794,4.883186383,4.179793996,3.670845672,4.673954645,2.702341264,3.548626848,3.135310139,2.770680102,3.610228272,4.962643129,2.949214847,3.210489261,3.776254005,3.400605501,3.418273808,3.873540124,3.892840525,5.046835182,4.186480688,2.778827664,4.75035194,4.194493336,4.228990263,3.630832176,4.726537156,3.969179836,3.93540068,-0.756828349,4.656170419,-0.419819031,0.00700016,0.265424928,0.237403273,157,0.000229378,-0.006770782,0
21287,21287,15.425,555.0675,Unknown,[M+H]+,,0.034,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.78,Cornell_Pos_Blank1,555.0675:37040 556.07085:124806 557.07421:0,,545.79291_@_0.134,3.681845259,2.754906008,3.51277204,3.465138073,3.386045534,2.357593819,2.936636753,3.096183207,3.697168543,3.187103962,2.603599946,3.670793757,3.797937971,3.876965677,3.610016834,3.728403695,3.4380824,3.526990577,3.831423448,3.867772084,3.773539415,3.180068707,3.493109904,3.495772114,3.48088922,3.769383719,3.041760786,3.634497373,3.689736694,2.995003363,3.187962385,3.321565863,3.711709914,3.177500121,3.738428321,3.371756195,3.902202686,3.825204156,3.608794902,3.701713906,0.380386746,3.148890087,0.419768709,0.007007663,0.133423672,0.11933776,158,0.000230839,-0.006776825,0
32652,32652,2.219,901.02814,Unknown,[M+2H]2+,,0.258,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,20.09,Cornell_Pos_S-06,901.02814:915870 902.03149:326038 903.03485:353072,,873.36633_@_9.095,5.09573552,4.921332329,4.841216651,3.837137349,4.798425429,4.21361868,4.916665738,4.783059575,4.394863201,3.749096615,4.301744535,3.346054835,4.278584332,4.424098174,4.310965005,4.497739851,4.461529425,4.144823044,4.4942101,4.242719306,4.230353991,3.273520229,3.023021518,4.601419836,4.195798227,3.530141282,4.335343407,4.329689425,4.046942429,4.024029534,4.791848858,4.422293936,3.953682979,4.502685239,4.556487738,4.275498324,3.9836662,4.869130002,4.551999723,4.21978973,-0.477031064,4.675898909,-0.419711186,0.007016249,0.167350271,0.149682633,159,0.0002323,-0.006783949,0
1628,1628,2.217,147.04367,w/o MS2:Coumarin,[M+H]+,,0.404,FALSE,1.081,147.04401,C9H6O2,Coumarins and derivatives,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,O=C1OC=2C=CC=CC2C=C1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.4,100,,,,14.81,Cornell_Pos_S-25,147.04367:4319050 148.04702:526501 149.05038:0,,136.74902_@_9.737,4.199112466,4.676105943,3.816642736,3.386941904,3.618727934,3.694084182,4.580104323,3.657116363,2.870114064,2.535546835,3.86545436,3.873977099,3.693098564,4.053672397,2.638063758,4.268645111,3.080804019,3.659909437,3.333507085,2.674009011,3.175822602,3.80444755,2.866407939,3.538181103,3.753047936,3.888937981,3.752040734,3.579581571,3.477628267,3.542766909,3.591226153,3.08699342,3.948027081,3.697443635,3.321908085,3.579546347,2.5316558,3.665812157,2.874315006,3.455340161,-0.526169101,3.953604481,-0.419300996,0.007077737,0.184807862,0.165297177,160,0.000233761,-0.006843976,0
