,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-14_LMH_PS_PMM,0_Cornell_Pos_S-15_LMT_LMH_PS_PMM,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-19_LMH_PS_PMM,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM,0_Cornell_Pos_S-50_LMH_LCT_PS_PMM,1_Cornell_Pos_S-01_LMT_PS_PMM,1_Cornell_Pos_S-03_LCC_PS,1_Cornell_Pos_S-04_LMT_PS_PMM,1_Cornell_Pos_S-05_O,1_Cornell_Pos_S-06_O,1_Cornell_Pos_S-07_O,1_Cornell_Pos_S-08_LMT_PS_PMM,1_Cornell_Pos_S-09_LMT_PS_PMM_RP,1_Cornell_Pos_S-13_O,1_Cornell_Pos_S-18_O,1_Cornell_Pos_S-20_O,1_Cornell_Pos_S-21_LMT_PS_PMM,1_Cornell_Pos_S-22_O,1_Cornell_Pos_S-23_O,1_Cornell_Pos_S-25_O,1_Cornell_Pos_S-26_O,1_Cornell_Pos_S-28_LMT_PS_PMM,1_Cornell_Pos_S-29_RP,1_Cornell_Pos_S-30_O,1_Cornell_Pos_S-31_LMT_PS_PMM,1_Cornell_Pos_S-33_O,1_Cornell_Pos_S-34_O,1_Cornell_Pos_S-36_O,1_Cornell_Pos_S-37_O,1_Cornell_Pos_S-38_O,1_Cornell_Pos_S-41_O,1_Cornell_Pos_S-43_RP,1_Cornell_Pos_S-44_O,1_Cornell_Pos_S-46_O,1_Cornell_Pos_S-48_O,1_Cornell_Pos_S-49_O,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
36353,36353,13.211,649.37415,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.35,Cornell_Neg_S-01,649.37415:121624 650.3775:0 651.38086:0,,700.88934,3.482774287,4.699499521,4.429000898,3.758914256,4.619463784,3.799595419,3.732131152,3.772631919,4.4342502,4.061210583,3.623822579,2.904887025,4.946238566,4.370133587,3.677654486,3.870378767,3.447515581,2.715017944,3.31137585,3.391500204,4.90217973,3.548636612,3.995128955,3.203860579,2.825848408,3.491397237,3.410069739,3.801041795,3.621254017,3.659915695,3.053944399,3.687364341,3.03642382,3.74175686,3.557355504,3.033116163,3.722103528,3.631799067,3.45238601,-0.419668571,4.036751405,-0.316729169,0.049469215,0.206615164,0.184208953,1785,0.001836571,-0.047632644,0
837,837,1.832,110.43244,Unknown,[M-H]-,similar chromatogram in higher mz_14422; similar chromatogram in higher mz_42403; similar chromatogram in higher mz_48536; similar chromatogram in higher mz_2645; similar chromatogram in higher mz_17638; similar chromatogram in higher mz_3415; similar chromatogram in higher mz_1656; similar chromatogram in higher mz_14016; similar chromatogram in higher mz_18049; similar chromatogram in higher mz_24297,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.91,Cornell_Neg_S-17,110.43244:65708 111.43579:0 112.43915:0,,110.56632,4.265737364,4.455178138,4.107941948,4.081788236,4.164182353,3.895433626,3.712161713,3.687462331,3.815086307,3.693372472,4.189326847,3.959908951,3.26442671,4.392872655,4.142591829,3.231797373,4.013354555,4.087068171,3.344659844,3.830749608,3.718771245,4.633475636,3.576024291,3.588902438,3.576550619,3.378475531,3.563895905,3.303557512,3.618100523,3.004948499,3.312578958,3.582680552,3.360296977,3.685575394,3.490965086,4.120411369,3.649056375,3.674601037,4.820687387,-0.316404402,4.046235714,-0.316735655,0.049464299,0.155771635,0.138879109,1784,0.001835542,-0.047628757,0
7124,7124,9.129,193.48135,Unknown,[M-H]-,,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.1,Cornell_Neg_S-15,193.48135:78302 194.4847:0 195.48806:0,,203.12909,4.043222605,4.526434863,4.40426035,4.187220634,3.947981771,3.724527405,4.163396888,3.952636103,3.598085019,3.845469491,3.89873761,3.645140498,4.411884385,3.420897494,3.39602987,4.882982497,4.077671808,4.328793371,3.469451733,4.086111202,4.048838689,3.551439065,3.492566056,3.896906185,3.423124942,4.008905982,3.347239161,3.315705468,4.010422989,3.81219252,4.298536359,3.957623094,2.569367519,4.022058846,4.067307082,3.978175218,2.918658431,3.880789856,3.347330476,-0.344244177,4.118710077,-0.316767138,0.049440442,0.169458939,0.151082105,1783,0.001834513,-0.047605929,0
44893,44893,9.864,869.02917,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,16.82,Cornell_Neg_S-26,869.02917:91549 870.03252:0 871.03588:0,,954.73035,2.897587441,3.749951728,3.751043841,3.791930223,3.567703155,3.6837918,3.71021908,3.995690019,3.683522477,3.369458322,2.781077875,3.967119089,3.332804619,3.577239301,3.309186542,3.282355511,3.401754473,3.701140918,3.109660047,2.834475151,3.850281647,3.257553727,3.109080099,3.448534944,3.315426367,3.746306658,3.228379219,3.517871345,3.009798542,3.097818192,3.962028971,2.569619765,3.760696758,3.706316616,3.081359519,3.236829216,2.837284172,3.481684744,3.66387721,-0.281214111,3.643489661,-0.316843378,0.049382706,0.138394495,0.123386419,1782,0.001833484,-0.047549222,0
35895,35895,1.897,638.21375,Unknown,[M-H]-,,0.2,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,81.57,Cornell_Neg_S-31_R2,638.21375:2123426 639.2171:429582 640.22046:163267,,690.99121,3.207056391,2.915697919,3.358115783,3.370850906,3.311482296,3.631227241,3.11352724,3.628714802,3.744742562,3.443059995,3.809989694,3.542632138,3.523987613,3.319366003,3.595786764,3.575151342,2.888190482,3.66480076,3.764594045,3.604973443,3.548612941,3.641928003,3.918716773,3.842016566,3.78747688,3.598881508,3.451054665,3.976590735,3.458661653,2.680910616,3.793052228,2.868656083,3.228075079,3.69680292,3.713999828,4.682651691,3.670881787,3.777058515,3.535239117,0.274804393,3.317084072,0.316850006,0.049377689,0.135236922,0.120571266,1781,0.001832455,-0.047545233,0
6585,6585,0.228,186.04599,Unknown,[M-H]-,ion correlated with 43503; ion correlated with 26328; ion correlated with 20472; ion correlated with 20606; ion correlated with 21120; ion correlated with 21245; ion correlated with 23384; ion correlated with 24187; ion correlated with 24339; ion correlated with 26468; ion correlated with 32764; ion correlated with 38407; ion correlated with 38500; ion correlated with 38584; ion correlated with 42305; ion correlated with 42861; ion correlated with 11985; ion correlated with 13554; ion correlated with 46371; ion correlated with 44403; ion correlated with 15172; ion correlated with 16228; ion correlated with 34469; ion correlated with 28099; ion correlated with 37494; ion correlated with 23068; ion correlated with 29535; ion correlated with 9515; ion correlated with 27982; ion correlated with 34384; ion correlated with 40264; ion correlated with 38997,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,17.53,Cornell_Neg_Blank2,186.04599:167730 187.04934:1098701 188.0527:109361,,196.41815,3.854443856,3.589584982,4.188867625,3.371328673,3.57168441,3.403326429,3.584855142,3.311465354,3.648770466,3.327085759,3.435847849,3.893780224,3.745140793,3.357227381,3.191767843,2.49839884,3.307802377,3.545613703,3.485677852,3.334294969,3.845479397,2.524930597,2.619325228,2.828951902,2.541367942,3.516225833,3.370857752,2.796288782,3.397505876,3.240033344,3.748584755,3.533375427,3.350980702,3.512774146,3.033808851,3.797626645,3.325808974,3.672845056,2.877610605,-0.309257789,3.609444559,-0.316866999,0.049364829,0.152183078,0.13567971,1780,0.001831426,-0.047533402,0
764,764,2.027,109.67696,Unknown,[M-H]-,,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.65,Cornell_Neg_S-15,109.67696:90798 110.68031:0 111.68367:0,,109.75672,3.587002619,3.474826514,3.596172719,3.049548177,3.543447078,2.797031515,3.541315944,3.191556578,4.535892784,4.382094081,3.489692291,3.451746621,4.191150834,4.322299986,3.825405724,3.427973919,3.220535055,3.649031365,3.622993365,3.696096534,3.72224739,3.229185567,3.501739594,3.46268602,3.776895324,3.866210493,3.771531935,3.653269601,3.382333234,3.729832333,3.227379271,3.469886466,3.099036227,3.681637143,3.728282769,2.928533627,3.224872834,3.561141543,3.823541932,0.286424643,3.347612643,0.316884399,0.049351663,0.140938482,0.125654525,1779,0.001830398,-0.047521266,0
16265,16265,2.894,316.89038,Unknown,[M-H]-,,0.1,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.16,Cornell_Neg_S-09_R2,316.89038:78774 317.89373:0 318.89709:0,,342.14255,2.767607149,4.675608281,2.769363748,3.616690558,2.941033578,3.573644773,4.461896023,4.13465622,4.752334674,4.348386199,3.790081308,3.500076693,3.042430969,3.818410241,3.486972737,4.25119393,3.768869313,3.243383835,3.530612878,3.881974942,3.784819414,3.991108515,2.723233427,4.594759989,4.381223415,5.156388608,4.487972212,4.366379379,4.837328554,4.655075976,4.233719332,6.249797637,4.888931744,4.460627264,3.874287736,4.892970659,5.064439269,4.282346342,7.055290073,0.685515758,3.617562541,0.316909366,0.049332778,0.337286233,0.300709506,1778,0.001829369,-0.047503409,0
18530,18530,2.187,351.11493,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.86,Cornell_Neg_S-25_R2,351.11493:150576 352.11828:0 353.12164:0,,373.69116,4.016537832,6.649804992,3.864822119,3.823287665,4.255754236,2.915493691,3.526107488,3.480263572,4.235294255,3.55686076,4.088167958,3.931831199,3.765195458,3.654935668,2.946084694,3.576850395,3.850292924,3.603540195,3.529573012,3.826484124,3.439684484,3.850667268,4.007343873,2.814280371,3.356760519,3.485427014,3.819619947,3.571826818,3.660903547,3.385980417,3.693089984,3.640240107,3.285330355,3.434835175,4.284372689,2.84894663,3.692883965,3.270881501,3.458534409,-0.467582507,4.066508949,-0.316919153,0.049325376,0.230051208,0.205103495,1777,0.00182834,-0.047497036,0
1205,1205,1.623,114.802,Unknown,[M-H]-,,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,16.61,Cornell_Neg_S-34,114.802:68666 115.80535:0 116.80871:0,,115.07666,5.905320324,6.669412703,5.977307169,6.886548026,6.248884451,6.128055639,7.154242274,6.986197773,7.176344683,6.429452126,6.914412713,5.876567388,7.058387149,6.946352965,6.407761214,7.028770177,6.930157696,7.255883911,6.465051873,6.860403984,6.939025199,6.998022418,6.16262414,7.421585428,6.701868692,6.149315971,6.935306119,6.561453389,7.291185702,7.07634287,7.313313078,7.051282405,6.487159524,6.86541193,7.199371436,6.953135023,6.84000074,7.002836281,6.199082515,0.32801585,6.494496045,0.316935854,0.049312747,0.161374775,0.143874622,1776,0.001827311,-0.047485436,0
16151,16151,1.778,315.13174,Unknown,[M-H]-,,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.84,Cornell_Neg_S-01,315.13174:144784 316.13509:0 317.13845:0,,340.8923,3.669152149,3.059432688,3.265119407,3.168695288,2.473827076,2.915594312,3.76408721,3.673739981,3.543131267,3.825211568,4.229785383,3.722460297,3.582204586,3.779627562,3.594696093,3.423486985,3.278398399,3.381303493,3.72339124,3.344538437,3.668359355,2.802255701,3.646904594,3.789258781,3.297759927,3.652843481,3.516347243,2.867059705,3.664863873,3.740674191,3.400837989,3.775071345,3.367156379,3.129151449,3.463887472,3.458242459,3.029781051,3.603007157,3.573759019,0.263405485,3.248706014,0.31695092,0.049301357,0.129581405,0.115529057,1775,0.001826282,-0.047475075,0
43041,43041,13.254,811.45825,Unknown,[M-H]-,,0.344,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,12.78,Cornell_Neg_S-44,811.45825:146498 812.4616:0 813.46496:0,,880.58557,3.679210705,3.180191356,3.775783863,3.627079283,3.703717366,3.836543638,3.754207501,3.709419359,3.223436391,3.381057834,3.783966848,3.473893726,2.834490126,3.735640553,3.289818986,3.449215148,3.219484164,3.939177061,3.740141806,3.427988566,3.076089648,3.526390176,3.48409074,3.16037926,3.476668717,3.742048517,3.325418392,3.20125297,2.664218375,2.988086214,3.472051663,3.207734134,3.558823646,3.309170764,3.801959069,3.667572364,3.422961097,2.804233251,4.157015122,-0.253608639,3.658269134,-0.31697397,0.049283935,0.124751796,0.111223191,1774,0.001825253,-0.047458682,0
26067,26067,1.706,459.18646,w/o MS2:NCGC00380875-01_C21H32O11_4-(4-Hydroxyphenyl)-2-butanyl 6-O-[(4xi)-alpha-L-threo-pentofuranosyl]-beta-D-glucopyranoside,[M-H]-,similar chromatogram in higher mz_28241; similar chromatogram in higher mz_35856,0.422,FALSE,,459.18701,C21H32O11,Fatty acyl glycosides of mono- and disaccharides,DJDISCKFJXDADJ-COUYJTLKSA-N,CC(CCC1=CC=C(O)C=C1)O[C@@H]2O[C@H](CO[C@@H]3OC(CO)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,98.4,,,,,62.9,Cornell_Neg_S-35,459.18646:2491916 460.18981:386472 461.19317:0,,488.96036,3.737806616,4.710438946,4.589871418,4.026158477,4.745644624,3.876074781,3.73961985,3.820728712,4.297794068,4.884931237,2.967527823,3.137495122,4.488240395,3.511800556,3.520261615,3.786546196,3.806623742,4.264994809,3.685084618,3.772404884,4.254491558,3.252861384,3.760848643,3.89008805,3.839616127,4.149884896,3.888172058,3.795725737,3.288520678,2.789156714,3.938466944,3.875965569,3.716537726,3.805518217,3.25943798,3.508888691,3.544597573,4.172273831,4.48140706,-0.370755363,4.155792928,-0.317038598,0.049235115,0.182335727,0.16256248,1773,0.001824224,-0.04741089,0
41532,41532,9.254,771.22186,Unknown,[M-H]-,ion correlated with 20834; ion correlated with 20552; ion correlated with 21692; ion correlated with 44739; ion correlated with 37011; ion correlated with 42903,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.96,Cornell_Neg_S-42,771.22186:64231 772.22521:0 773.22857:0,,834.50146,3.402494401,5.451513926,3.522560265,3.616818351,3.613592479,3.354910705,3.84503291,3.503180856,3.664161966,3.203387241,3.405589946,3.284423545,3.571178639,3.834044298,3.922107319,3.386895235,3.66770832,3.642102082,3.535392122,3.666261238,3.478518362,3.716277135,3.618157241,3.348648732,3.510807276,3.570168658,3.694175434,3.195107829,3.595095528,3.438686702,2.910205659,3.67913688,3.45507516,3.3307369,3.600271055,3.538312822,3.319378775,2.583857546,3.544064127,-0.307797381,3.788762986,-0.317056184,0.049221837,0.151363956,0.134949417,1772,0.001823195,-0.047398641,0
11172,11172,1.495,244.85281,Unknown,[M-H]-,,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,112.69,Cornell_Neg_S-05,244.85281:46492 245.85616:0 246.85952:0,,262.2468,3.676354208,4.345609516,3.713544285,3.718830093,3.524557825,3.606012873,3.611429656,3.716614851,3.904890252,3.15448898,3.630803577,3.376144105,3.325673016,3.643389536,3.694807527,3.372241605,3.701962939,3.40254403,2.948662481,3.335532502,2.691536243,3.709964833,2.624792962,3.538374543,3.635694929,3.595813394,3.812419755,3.016165759,3.142733251,3.762330488,3.627292171,3.354947192,3.825760069,3.426268853,3.485994503,3.377888235,3.714186064,3.87156619,4.064498664,-0.262687917,3.739119163,-0.317071283,0.049210439,0.129173865,0.115165712,1771,0.001822166,-0.047388272,0
18256,18256,9.648,347.18686,w/o MS2:Cohumulone,[M-H]-,similar chromatogram in higher mz_39183,0.433,TRUE,24.84,347.18619,C20H28O5,Acyloins,DRSITEVYZGOOQG-UHFFFAOYSA-N,CC(C)C(=O)C1=C(C(=C(C(C1=O)(CC=C(C)C)O)O)CC=C(C)C)O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,97.7,98.8,,,,54.03,Cornell_Neg_S-15,347.18686:16654830 348.19021:3798238 349.19357:0,51.63063:7069 55.1226:6714 55.35085:7096 57.0347:54911 59.01423:10124 59.28369:6365 66.93541:6252 67.05544:54377 80.02693:175145 81.03481:48895 85.14325:7526 93.03455:13754 95.05043:42177 102.83927:6244 106.04263:242951 107.05045:248268 109.06625:15719 115.07703:8178 129.09235:247633 131.0515:9576 131.08344:8470 133.0665:8795 135.08127:32802 136.74878:6483 137.09776:10369 143.10817:15289 145.06662:10256 147.08159:10973 148.64139:7664 158.0741:12690 159.08429:6656 160.09152:8219 161.09753:601203 165.09146:7880 167.10759:8948 173.09729:54219 175.11287:24124 185.09781:20757 187.11313:445197 189.12852:87907 195.13951:11972 198.10536:8395 203.10875:10002 204.11595:1081466 205.0994:16517 205.12376:294898 208.92519:7489 215.14494:22802 217.12389:171894 218.09628:11860 220.11024:11955 221.11856:26113 222.12675:169904 223.13428:37158 230.13211:7848 231.13972:18859 233.11958:10906 233.15349:11112 241.16037:115224 243.13951:22628 243.17464:11164 247.13414:8266 248.14284:11689 267.17618:20506 271.13339:10580 277.14209:9631 285.18661:740044 303.19751:40637 329.17819:17389 347.18445:40603,370.0538,3.126010089,3.677107573,3.830220423,3.675340375,3.063526709,3.862350924,3.487573959,7.36473634,3.37727416,3.192443638,3.244994036,3.213088017,3.500457546,3.341149968,3.706946125,3.240371325,3.453525035,3.117489524,3.530557817,3.885320188,3.707967804,3.613033304,2.833990792,3.657540831,3.734605397,3.42014648,2.917891299,3.700229659,3.632470941,3.78497019,2.863997084,3.124434984,3.886754685,3.230295697,3.797378446,3.461586704,3.571907585,3.634983961,4.211237761,-0.540244074,4.010858299,-0.317152593,0.049149096,0.265583299,0.236782338,1769,0.001820109,-0.047328987,0
33007,33007,2.094,571.07202,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,24.32,Cornell_Neg_S-15,571.07202:241776 572.07537:0 573.07873:0,,617.08966,3.342723047,3.702075303,3.086282288,3.454195859,3.36933543,3.500097299,3.931132204,3.151832592,3.466515905,3.896160619,3.092187423,3.97756486,4.527307346,3.586341967,3.890899615,3.339275052,3.98867912,3.803971923,3.20922274,3.446770661,3.724617839,3.400127505,3.68881499,3.283284138,3.577852001,3.771531623,3.783501062,3.511956024,4.242504335,4.690910725,3.716403763,3.805659746,3.59464897,3.70034606,3.891387046,3.724722274,3.285732583,3.891175646,4.911862269,0.313337064,3.442209253,0.317151714,0.049149758,0.154036577,0.137332208,1770,0.001821138,-0.047328621,0
3605,3605,2.466,146.10181,Unknown,[M-H]-,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.36,Cornell_Neg_S-24_R2,146.10181:64522 147.10516:0 148.10852:0,,152.78419,4.417535256,4.264530019,4.309286933,3.94044429,4.120902818,4.039039857,4.178491747,3.785872276,3.646569036,4.054275044,4.173651544,4.181382952,3.193337836,3.146364735,3.934496879,2.712867255,3.584459199,3.661274572,3.773863578,3.920839044,3.526934145,4.223521899,4.127914294,3.914095282,4.33738561,3.501002513,4.150995675,3.950126095,4.229582112,3.975118809,4.185768733,3.915853606,4.202869588,4.518606053,3.586324783,3.549317064,3.882403522,3.56378231,3.735164161,-0.291362966,4.132012899,-0.317181523,0.049127285,0.143219138,0.127687857,1768,0.00181908,-0.047308205,0
32283,32283,2.054,556.78778,Unknown,[M-H]-,ion correlated with 15046; ion correlated with 25818; ion correlated with 43320; ion correlated with 47288; ion correlated with 21071; ion correlated with 19604; ion correlated with 46603; ion correlated with 38770; ion correlated with 42183; ion correlated with 21966; ion correlated with 46110; ion correlated with 48539; ion correlated with 44404; ion correlated with 39814; ion correlated with 45638; ion correlated with 24481; ion correlated with 42534; ion correlated with 35728; ion correlated with 40145; ion correlated with 48218; ion correlated with 32773; ion correlated with 21470; ion correlated with 28901; ion correlated with 47527; ion correlated with 48052; ion correlated with 48249; ion correlated with 46865; ion correlated with 12832; ion correlated with 35179; ion correlated with 46639; ion correlated with 18663; ion correlated with 42791; ion correlated with 17772; ion correlated with 22273; ion correlated with 39782,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,25.68,Cornell_Neg_S-25_R2,556.78778:73461 557.79113:0 558.79449:0,,599.4035,3.863297593,5.630367489,4.073585953,3.414609605,3.496307857,3.373656454,3.461230388,3.511554639,3.343664203,3.402237317,3.195121383,3.460712471,4.401171732,3.972553916,3.652869786,3.598935876,3.610173877,3.00274587,3.458192073,3.738230771,4.060521753,2.569290446,3.481858801,2.750887927,3.572316163,3.50899806,3.150181924,3.209809944,3.9638881,3.555902668,3.400913489,3.343482331,3.544777093,3.699038356,3.284819431,3.609667088,3.684516155,3.534996676,2.849100378,-0.381735084,3.853076247,-0.317220027,0.049098268,0.187616127,0.167270251,1767,0.001818051,-0.047280217,0
18008,18008,1.843,343.07343,w/o MS2:Usnic acid,[M-H]-,similar chromatogram in higher mz_21176; similar chromatogram in higher mz_25765; similar chromatogram in higher mz_27744; similar chromatogram in higher mz_28502; similar chromatogram in higher mz_28562; similar chromatogram in higher mz_28641; similar chromatogram in higher mz_30446; similar chromatogram in higher mz_32831,0.622,TRUE,,343.07599,C18H16O7,Acetophenones,WEYVVCKOOFYHRW-UHFFFAOYSA-N,CC12C(C(C(C)=O)=C(C=C1OC3=C2C(O)=C(C)C(O)=C3C(C)=O)O)=O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,71,,,,,87.44,Cornell_Neg_S-22,343.07343:2922489 344.07678:0 345.08014:0,50.04092:9146 68.48414:9937 74.02477:17531 89.02454:313558 90.02798:12399 104.03549:1229032 118.05093:53539 119.0548:27754 131.04649:28538 132.97984:8938 132.99426:11347 188.25784:9873 189.00557:25250 202.04132:10718 209.13248:9384 216.04929:844472 230.06404:28056 231.06041:548838 270.69482:11311 340.08408:8767,367.21295,7.066820503,7.160473677,6.999014468,6.547736623,6.68742852,6.964097471,7.716485132,7.22887929,6.326319478,6.283937774,6.919613421,6.641409336,6.616611062,6.049913758,6.283812422,6.706535903,6.276745761,6.489416753,6.464686687,6.449578308,6.39493941,6.476249215,6.416435258,7.059059485,7.453038151,6.262507274,7.055311932,7.272008098,7.019236794,6.756406419,7.38164967,6.764698389,6.619723479,7.172276379,7.074680577,7.07363942,7.036299168,7.205802596,7.011718751,-0.30397144,7.046366961,-0.317277103,0.049055281,0.149366772,0.133168816,1766,0.001817022,-0.047238259,0
10690,10690,9.26,238.88744,Unknown,[M-H]-,ion correlated with 31105; ion correlated with 14311; ion correlated with 2544; ion correlated with 23419,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.21,Cornell_Neg_S-04_R2,238.88744:86927 239.89079:0 240.89415:0,,254.37209,3.595537487,4.897636059,3.546927348,2.994290076,3.089032534,3.699178822,3.775140653,3.51084433,3.41788594,3.051963901,3.673642,3.354555623,3.364966274,3.151952534,3.670240507,3.210690254,3.35545913,3.262558927,3.463056468,3.275193936,3.503536046,3.637142315,3.722337436,2.993213028,3.49320717,3.299255513,3.188079189,3.775539562,3.36317372,3.210428551,3.321876326,2.585901891,3.355182357,3.427286419,3.731753141,3.554985455,3.239507634,3.403058395,3.367228196,-0.270029613,3.638573414,-0.317293869,0.049042659,0.132680496,0.11829207,1765,0.001815993,-0.047226666,0
28655,28655,12.315,498.22891,Unknown,[M-H]-,similar chromatogram in higher mz_41296,0.389,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.17,Cornell_Neg_S-42,498.22891:166970 499.23226:73690 500.23562:28280,,529.11823,3.211822698,4.210352981,3.612293513,2.570952414,2.88122634,3.57861729,3.67057796,3.587402316,3.876302813,5.147611545,4.19828573,3.178041918,3.584237064,3.69905066,3.619029673,2.898426885,3.632959769,3.381844915,3.651705594,3.329057488,3.287718957,3.634867217,3.845394648,4.534929299,4.087575842,3.84550324,4.56369462,4.425680917,4.565080044,2.954705039,3.750866079,4.665459034,3.655139954,3.476779695,4.609706436,3.639307951,3.658663424,4.407280405,3.521436136,0.433831182,3.415405689,0.317322786,0.049020895,0.213143674,0.190029485,1764,0.001814964,-0.047205931,0
