,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-01_LMT_PS_PMM_R1,0_Cornell_Pos_S-04_LMT_PS_PMM_R1,0_Cornell_Pos_S-08_LMT_PS_PMM_R1,0_Cornell_Pos_S-09_LMT_PS_PMM_RP_R1,0_Cornell_Pos_S-14_LMH_PS_PMM_R1,0_Cornell_Pos_S-15_LMT_LMH_PS_PMM_R1,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-19_LMH_PS_PMM_R1,0_Cornell_Pos_S-21_LMT_PS_PMM_R1,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-28_LMT_PS_PMM_R1,0_Cornell_Pos_S-31_LMT_PS_PMM_R1,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP_R1,0_Cornell_Pos_S-42_LMT_LMH_PS_PMM_R1,1_Cornell_Pos_S-03_LCC_PS_R1,1_Cornell_Pos_S-05_O_R1,1_Cornell_Pos_S-06_O_R1,1_Cornell_Pos_S-07_O_R1,1_Cornell_Pos_S-13_O_R1,1_Cornell_Pos_S-18_O_R1,1_Cornell_Pos_S-20_O_R1,1_Cornell_Pos_S-22_O_R1,1_Cornell_Pos_S-23_O_R1,1_Cornell_Pos_S-25_O_R1,1_Cornell_Pos_S-26_O_R1,1_Cornell_Pos_S-29_RP_R1,1_Cornell_Pos_S-30_O_R1,1_Cornell_Pos_S-33_O_R1,1_Cornell_Pos_S-34_O_R1,1_Cornell_Pos_S-36_O_R1,1_Cornell_Pos_S-37_O_R1,1_Cornell_Pos_S-38_O_R1,1_Cornell_Pos_S-41_O_R1,1_Cornell_Pos_S-43_RP_R1,1_Cornell_Pos_S-44_O_R1,1_Cornell_Pos_S-46_O_R1,1_Cornell_Pos_S-47_RP_R1,1_Cornell_Pos_S-48_O_R1,1_Cornell_Pos_S-49_O_R1,1_Cornell_Pos_S-50_LMH_LCT_PS_PMM_R1,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
15348,15348,11.166,436.21771,w/o MS2:MMV676478,[M+H]+,,0.169,FALSE,,436.21667,C24H29N5OS,4-benzylpiperidines,QREVWNVSFCZWGU-UHFFFAOYSA-N,O=C(N1CCC(CC=2C=CC=CC2)CC1)C3CCN(C4=NN=C(S4)N5C=CC=C5)CC3,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,94.6,,,,,9.67,Cornell_Pos_S-03,436.21771:1781122 437.22106:463471 438.22442:0,,429.28891_@_17.69,6.839470097,6.712614239,6.79716319,6.815791958,6.895243153,6.645608518,6.954993809,6.804791718,6.858404309,6.988702828,6.908306299,6.699944226,7.036262134,6.836783882,6.696452048,6.488738116,6.723127598,6.628492187,6.559887589,6.870677824,6.725001786,6.388560297,6.849008479,6.685093038,6.728422071,6.462873378,6.966481116,6.595843353,6.695570757,6.700891665,6.861366304,6.716624913,6.793316477,6.8895055,6.623373132,6.707824284,6.894286224,6.651801605,6.730477785,6.689609699,-0.137691726,6.842434311,-0.462353162,0.002667199,0.042836788,0.034536122,24,3.51E-05,-0.002632135,0
33084,33084,1.944,930.1521,Unknown,[M+2H]2+,,0.09,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,28.59,Cornell_Pos_S-13,930.1521:1627954 931.15545:963996 932.15881:477528,,904.06128_@_16.93,4.098297366,3.831568196,3.374118793,4.023192418,3.070224317,4.011894849,2.998392976,3.842136802,4.0282756,2.690429608,4.221654124,3.1502388,3.456842022,4.177202554,3.947840393,3.865497073,4.205528516,4.031911472,3.915642416,4.14854558,3.366703986,3.740704598,3.864557967,4.307386856,4.258051018,3.761414679,3.925797252,4.182343239,3.939823159,4.278316264,4.287996196,4.02419775,3.476254707,4.26157218,4.097897372,4.34394098,4.030035132,4.528035815,4.08227059,3.900653576,0.388694186,3.641033459,0.4615956,0.002716377,0.121177643,0.097696539,25,3.65E-05,-0.002679852,0
30036,30036,8.759,773.37817,Unknown,[M+H]+,,0.258,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,14.65,Cornell_Pos_S-47,773.37817:2294076 774.38152:1072452 775.38488:0,,763.53308_@_18.805,6.107930573,6.28488724,6.141223493,6.198972444,6.082011467,5.977701897,6.068405721,5.897660612,5.941368857,6.128475859,6.091628444,6.230506652,6.233562907,5.921141164,6.130607932,5.951949746,6.084025099,5.905863053,5.998025722,6.053028736,5.9200953,6.044192595,6.117470051,6.011747269,6.085671346,5.910085164,5.852774476,5.981605899,5.878125212,6.048610385,6.120125726,5.874284312,5.830545502,5.865075022,6.054342452,5.893576648,5.867041687,5.940739422,5.967802413,6.110430216,-0.112562173,6.093248381,-0.461345455,0.002732789,0.035116081,0.028311489,26,3.80E-05,-0.002694803,0
31412,31412,10.381,827.42999,Unknown,[M+H]+,,0.09,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.74,Cornell_Pos_S-09_R,827.42999:732082 828.43334:179986 829.4367:262516,,809.28845_@_1.972,2.499970837,2.041435959,4.78548202,4.362590897,4.593043914,2.140405234,3.488495454,3.455826426,3.893955383,4.877097272,3.893624367,2.770013133,4.857638476,4.868529768,4.468463956,4.844873058,2.966465282,4.485077341,5.726617519,3.520291533,4.221003232,4.327722685,5.750359339,5.067530019,4.6343564,4.555493915,4.620406959,5.170278058,4.233545566,5.046567583,4.02784085,3.39020512,4.989110483,4.638760714,4.543349713,4.776358071,4.581802434,5.176436943,4.735528577,5.172903357,0.850736385,3.752007796,0.460965871,0.002757859,0.265682289,0.214199909,27,3.94E-05,-0.002718412,0
7328,7328,19.047,283.26245,w/o MS2:Oleic_acid,[M+H]+,,0.011,FALSE,,283.26401,C18H34O2,Long-chain fatty acids,ZQPPMHVWECSIRJ-MDZDMXLPSA-N,CCCCCCCCC=CCCCCCCCC(=O)O,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,88.2,,,,,100.29,Cornell_Pos_S-25,283.26245:39857864 284.2658:7973760 285.26916:782616,,275.44318_@_10.743,3.781276762,3.467126729,3.783856671,4.385500769,3.234319715,4.253729632,3.680588851,3.791234138,3.677487345,3.608889668,3.366539766,3.787812169,3.411317048,3.64990826,3.859183153,3.945854487,2.719980786,3.242444178,3.726698377,3.19665996,3.225713753,2.940292768,3.29801016,2.497564524,3.426918095,3.894336799,2.877273276,2.93642197,2.823894861,3.421260694,3.434004685,2.341673631,3.678578011,3.320127461,3.144032776,3.497136965,3.069164238,3.794976978,3.515556593,3.722229765,-0.415300633,3.705684823,-0.458095308,0.002954066,0.130728225,0.105396464,28,4.09E-05,-0.002913158,0
26137,26137,8.362,670.48541,Unknown,[M+H]+,,0.213,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,7.52,Cornell_Pos_S-22,670.48541:529678 671.48876:204124 672.49212:72079,,660.48767_@_18.044,4.656738455,4.671163233,4.826264668,4.365685751,4.651271632,4.850366233,4.051189896,4.550149445,4.894994159,4.24602506,4.946294007,5.028292204,4.83271049,4.649264967,4.788835787,4.738790112,5.125901573,4.704396111,4.846311191,4.709596381,5.149643419,4.933271474,4.694971049,5.235001312,4.848382352,4.902383642,4.738430044,4.974482055,5.030412133,5.033681315,4.839322544,5.072400345,4.929247825,4.743303532,5.003206173,4.318637627,4.902127122,4.962808075,4.933524709,5.11664631,0.236619049,4.658600729,0.457936567,0.002965264,0.074515557,0.060076363,29,4.24E-05,-0.002922895,0
19788,19788,7.583,521.28168,w/o MS2:Amaranthipeptide A,[M+H]+,,0.079,FALSE,,521.28003,C51H72N14O10,Oligopeptides,RAMWUGOWOZNHJJ-WYQGIRTNSA-N,O=C1CC[C@@H](C(N[C@H](C(N[C@@H](CC(C)C)C(N[C@@H]([C@@H](C)CC)C(N[C@@](C(N2[C@H](C3=O)CCC2)=O)([H])CC4=C(N5C=NC(C[C@@H](C(O)=O)NC([C@@H](N3)CCCNC(N)=N)=O)=C5)NC6=C4C=CC7=C6)=O)=O)=O)[C@@H]7C(C)C)=O)N1,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,86.8,,,,,6.78,Cornell_Pos_S-36,521.28168:836745 522.28503:276607 523.28839:0,,514.4895_@_11.494,3.210524249,4.19529103,3.684550589,3.240105035,3.636253637,3.750456338,3.747773458,4.251658472,3.580465915,4.071338202,3.385022714,3.446799987,3.849382578,4.808245236,3.672307744,3.671314488,3.739538718,2.635396943,3.582464967,3.449856486,3.473197114,3.678319079,2.925443648,3.78834175,3.655501823,3.589819717,2.729844178,3.343402036,2.889822676,3.065954899,3.380061501,3.158070099,3.424400509,3.661844948,3.794405775,3.407846358,3.252085473,2.567737678,3.684628769,3.244603382,-0.411476931,3.77556196,-0.457093077,0.003025392,0.12988392,0.104715764,30,4.38E-05,-0.002981562,0
23997,23997,1.712,614.15881,Unknown,[M+H]+,,0.157,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,22.86,Cornell_Pos_S-26,614.15881:948840 615.16216:0 616.16552:0,,605.04999_@_1.884,5.122739937,2.841227317,5.896638651,5.285749935,4.870658008,5.262067806,5.318550246,4.563849781,4.526413144,5.565227945,3.87152504,4.926527427,5.028874512,3.405914297,5.187325794,6.097149941,5.632043345,6.074591719,6.323813432,5.338670816,3.580527991,5.416501895,4.54509226,5.965668611,6.362806997,5.507104445,5.095064905,5.414954105,6.284165199,6.121328422,4.967242508,4.780349322,5.84539157,6.442626057,5.483829996,5.594128028,4.76102965,4.843344244,6.374837661,5.896853256,0.787019575,4.748997432,0.457025556,0.003030251,0.24847147,0.200324103,31,4.53E-05,-0.00298496,0
7194,7194,9.244,281.13763,"w/o MS2:(E)-2-(hydroxymethyl)-3-(3-oxo-5-propan-2-yl-4,5,6,7-tetrahydro-1H-2-benzofuran-4-yl)prop-2-enoic acid",[M+H]+,ion correlated with 11639; ion correlated with 27744; ion correlated with 10182; ion correlated with 29823; ion correlated with 27251; ion correlated with 23868; ion correlated with 26537,0.011,FALSE,3.064,281.1377,C15H20O5,Terpene lactones,YWASZTJGPFRWMW-BJMVGYQFSA-N,O=C(O)C(=CC1C=2C(=O)OCC2CCC1C(C)C)CO,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,99.8,,,,4.29,Cornell_Pos_S-25,281.13763:1069168 282.14098:0 283.14434:0,,273.18408_@_8.025,5.757870378,6.561711933,6.204633863,6.208370607,6.306241587,6.200928321,5.866430365,6.031459827,5.875697432,6.165564057,6.39765477,5.726621363,6.087605743,6.350336973,5.721890426,6.275552912,5.692136961,5.712860048,6.114164721,5.687288315,5.861124645,6.13821892,6.190242101,5.964278565,5.861368449,4.819993084,5.617083932,6.031277968,5.941246431,6.168217557,5.394686374,5.684225296,5.728158815,5.630782014,5.702174138,5.826889613,6.099031161,6.131176123,5.664087106,5.789488142,-0.299456852,6.12436623,-0.456939917,0.003036424,0.094564498,0.076240335,32,4.68E-05,-0.002989672,0
21563,21563,8.799,560.43506,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.97,Cornell_Pos_S-03,560.43506:548258 561.43841:295730 562.44177:0,,552.26324_@_11.903,5.827789084,6.213995526,5.719892654,5.249402977,4.9928279,5.680049737,5.140857882,5.955646161,5.640919952,5.921954794,6.03118399,5.60503631,5.65878967,4.830586729,6.045507155,5.956750472,6.079342412,6.02950499,6.263575198,5.857055918,5.969125149,6.422957298,6.195262543,6.131346443,5.419529037,5.978918242,6.060667172,6.053025839,5.856848755,5.890635901,5.736590476,6.087368135,5.484848167,5.97957281,5.692956629,5.612273684,5.327264614,6.291152369,6.291284236,5.868597873,0.340536247,5.604923812,0.455672973,0.003129036,0.107914583,0.087003518,33,4.82E-05,-0.003080823,0
14589,14589,5.262,421.70874,Unknown,[M+H]+,,0.09,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.96,Cornell_Pos_S-03,421.70874:1665400 422.71209:146527 423.71545:0,,414.32202_@_18.75,6.793623958,6.747770933,6.5477038,6.496069848,6.384088272,6.65098484,6.402202077,6.574776348,6.447960747,6.370221822,6.540230801,6.394482029,6.293761649,6.8328732,6.289744789,6.183331075,6.51357833,6.459716679,6.208365164,6.227174109,6.126363749,6.094598578,6.336596201,6.332025384,6.272961856,6.780176661,6.329196981,6.345819446,6.422012665,6.620312392,6.432070254,6.494426646,6.189974879,6.52326076,6.306988611,6.326649652,6.524514432,6.418696697,6.488235971,6.092130627,-0.174864264,6.534053595,-0.455021829,0.003177588,0.055513849,0.044756696,34,4.97E-05,-0.003127914,0
21365,21365,18.246,556.4422,Unknown,[M+H]+,,0.101,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,20.48,Cornell_Pos_QC100_2,556.4422:523071 557.44555:110198 558.44891:178454,,547.91937_@_10.87,4.966985692,4.746665724,5.161496934,4.12312,5.149579394,4.842956109,5.53988386,5.308098585,4.440519451,5.060888949,4.690410917,4.997673658,5.143892988,4.782675841,5.049971771,4.769410898,4.601909389,5.489910211,5.151467719,4.88736861,4.915370947,5.850205844,4.934992915,5.254189847,5.668585389,5.253445679,5.528165154,5.432513986,5.680956901,5.836504235,4.926398994,4.984856453,5.511075569,5.716329754,4.976928783,5.348040954,5.093702969,5.672274033,5.631214192,5.968623644,0.387515816,4.925346293,0.453445356,0.003297874,0.123563108,0.099619763,35,5.11E-05,-0.003246739,0
25451,25451,15.082,652.32159,w/o MS2:rescinnamine,[M+H]+,,0.404,FALSE,,652.32281,C35H42N2O9,Yohimbine alkaloids,SZLZWPPUNLXJEA-QEGASFHISA-N,O=C(OC1CC2CN3CCC=4C=5C=CC(OC)=CC5NC4C3CC2C(C(=O)OC)C1OC)C=CC6=CC(OC)=C(OC)C(OC)=C6,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,92.5,,,,,12.98,Cornell_Pos_S-17_R,652.32159:1049268 653.32494:449075 654.3283:88529,,642.23669_@_15.466,4.089885323,3.836471209,4.023486806,4.322347846,4.43097873,4.355539689,3.732857993,3.900912503,3.998453925,3.085189364,4.343884458,2.861286018,4.295130603,3.674305784,4.362229052,4.44738912,4.340229345,4.181633953,4.306629427,4.011843984,4.470960996,4.529969742,4.351133532,4.355472571,4.440346531,4.079978606,4.266630458,3.806573688,4.275258105,4.424440485,4.212194723,4.010637111,4.493264375,4.120992954,3.929920619,4.047296192,4.042218663,4.247531283,4.42468847,4.505777623,0.332072516,3.925052161,0.45326594,0.003311813,0.105937242,0.085409335,36,5.26E-05,-0.003259216,0
18682,18682,10.57,501.30438,"w/o MS2:NCGC00168955-03![3-hydroxy-1-oxo-1-(2,3,4,5,6-pentahydroxyhexoxy)decan-5-yl] 3,5-dihydroxydecanoate [IIN-based on: CCMSLIB00000847525]",[M+H]+,,0.348,FALSE,,501.306,C26H50O12,Fatty alcohols,JPGYRFJJNVYGPI-UHFFFAOYSA-N,CCCCCC(O)CC(O)CC(=O)OC(CCCCC)CC(O)CC(=O)OCC(O)C(O)C(O)C(O)CO,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,87.3,,,,,14.25,Cornell_Pos_S-43,501.30438:3402449 502.30773:507664 503.31109:0,,494.10782_@_1.872,5.242540958,4.60671799,5.688185929,5.971379841,5.316823746,5.160123718,5.73132685,5.13325787,4.739119552,5.836765204,5.419206987,4.53065229,5.581124821,4.972391842,5.313829359,4.955118477,5.319322573,5.323032244,6.120501309,6.114262044,4.5285443,5.603156652,5.306140367,5.751584925,6.392675337,6.006911206,5.703826189,6.255379367,6.231545183,5.93939758,6.100038004,5.825597573,5.964255825,6.037018763,6.266291459,6.076020494,5.05790762,6.080802785,5.546864017,5.888206218,0.47732187,5.280686971,0.45011108,0.003565461,0.15361653,0.123849606,37,5.41E-05,-0.003511404,0
14450,14450,2.188,419.0513,Unknown,[M+H]+,,0.303,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,30.11,Cornell_Pos_S-05_R,419.0513:4351706 420.05465:952837 421.05801:744909,,412.13171_@_1.756,6.635210276,5.751389631,7.701455765,7.288368617,7.542026735,6.964518621,6.725145588,6.772063687,6.260729713,7.555298743,6.524399591,7.10486796,6.695188653,7.116967671,7.528889431,6.836433245,7.067840845,7.47199778,7.835144171,7.004825094,6.745641474,7.126458208,7.165456594,7.529172515,7.801157825,7.424481977,6.96420532,7.505638727,7.583030755,7.575187096,6.866656708,6.667122619,7.649041602,7.769773468,7.423990507,7.126871592,7.632331394,7.272215992,7.620955397,7.470641735,0.430587518,6.902687947,0.449678427,0.003601535,0.138743195,0.11185834,38,5.55E-05,-0.003546017,0
25780,25780,2.092,661.09534,Unknown,[M+H]+,adduct linked to 26403_[M+NH4]+,0.18,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,39.72,Cornell_Pos_S-34,661.09534:1258196 662.09869:0 663.10205:0,,651.50299_@_11.967,3.603395356,3.379577611,3.608879206,3.007320366,3.98095533,3.151073261,3.687346466,3.661821061,3.450093618,3.403793567,2.559058573,2.310611649,3.008778906,3.853650357,4.056484555,3.555632892,4.04126693,4.339860882,4.186571406,3.850194716,3.746712435,3.801505147,3.412858965,3.006456752,3.536750762,2.926588759,3.267307278,3.711992179,3.788344011,3.92420034,3.8335827,3.688777296,3.660300349,3.47177248,3.442143698,3.918982901,3.866057406,4.214268739,4.157368719,4.778057686,0.442998135,3.333311095,0.449299264,0.003633411,0.1428931,0.1152041,39,5.70E-05,-0.003576432,0
3270,3270,11.18,187.07573,w/o MS2:1-Naphthoic acid methyl ester,[M+H]+,ion correlated with 547; ion correlated with 8625,0.326,FALSE,10.987,187.07539,C12H10O2,Naphthalenecarboxylic acids and derivatives,HMRROBKAACRWBP-UHFFFAOYSA-N,COC(=O)C1=CC=CC2=CC=CC=C12,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.4,100,,,,12.81,Cornell_Pos_S-25_R,187.07573:2919172 188.07908:423066 189.08244:0,,177.41447_@_9.81,3.570094006,3.744130842,3.154453407,2.707305271,3.317053338,3.034843835,3.333399572,3.734576659,3.437460043,2.804510316,3.320593239,3.530138789,3.289692893,2.916069548,3.916659176,3.312961119,4.429088464,3.55485733,3.840774307,3.373631305,3.65613097,3.285722063,3.009968746,3.690111979,3.496850591,3.91820172,3.693986631,3.703281909,3.680496559,3.659102313,3.770924628,3.388108307,3.570937576,3.020751186,3.609930031,3.628711705,3.328945996,3.347516255,3.699175284,3.753953441,0.311864145,3.27816584,0.44812253,0.00373391,0.100925488,0.08136873,40,5.84E-05,-0.00367547,0
29538,29538,1.942,759.68292,Unknown,[M+H]+,,0.056,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.64,Cornell_Pos_S-03,759.68292:1234097 760.68627:0 761.68963:0,,747.96692_@_18.849,3.738450169,3.716664444,3.662018046,3.435981882,3.665756857,3.306168086,3.425597074,4.152395702,3.968881453,3.818500348,3.856503813,3.669501262,3.537501111,3.21698288,2.512613569,3.226379426,3.312880558,3.167934907,2.982619486,3.363144321,3.188994939,3.352464278,3.384371044,3.018596457,3.955614844,3.432767857,3.804604432,3.256868582,3.03072996,3.0684037,2.469998733,3.794769133,3.319454098,3.50652903,3.413358208,3.52683287,3.606356183,3.619930136,3.797451711,3.280884876,-0.332197073,3.655064509,-0.447834385,0.003758885,0.107592176,0.086743585,41,5.99E-05,-0.003698984,0
10128,10128,8.719,338.24008,Unknown,[M+H]+,,0.101,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,197.1,Cornell_Pos_S-03,338.24008:45904000 339.24343:5924334 340.24679:477772,,331.2298_@_8.986,5.269371933,6.003159995,5.613556989,5.409715053,6.462781676,6.167053686,5.448186432,5.277442358,5.814024242,5.315053115,6.13666762,5.380086092,6.42300461,5.99966453,5.137901287,5.137544576,4.942558104,5.659218501,4.583955726,5.793640615,5.550005327,5.560819801,6.062596476,4.672636324,5.493565488,4.80477232,5.342408097,5.828313881,5.654848514,5.415915943,5.052490486,5.345850252,5.195021689,5.26691497,5.751584346,5.691208061,5.580728225,5.744799082,5.109314557,4.767110666,-0.413939149,5.765697738,-0.44679343,0.00385033,0.134457445,0.108403058,42,6.14E-05,-0.003788967,0
2277,2277,10.524,163.14778,Unknown,[M+H]+,ion correlated with 8429; ion correlated with 11703; ion correlated with 18745; ion correlated with 20979; ion correlated with 14876; ion correlated with 13786,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,12.42,Cornell_Pos_S-25,163.14778:967410 164.15113:0 165.15449:0,,154.49681_@_11.762,2.875332224,4.133057644,3.105532344,2.333897589,2.383409247,2.112160396,3.175663259,3.298470249,3.671669303,2.956703222,3.303172989,3.562294812,3.534585803,3.650680757,3.63301688,3.45786791,2.783424803,3.606170106,3.117535903,3.744452734,3.694806246,3.722663687,3.47670679,3.260634142,3.598472463,3.868348394,3.507618536,4.234217154,3.455754064,3.502245543,3.812276546,3.347177114,3.414739874,4.663978125,3.371805899,3.788242232,4.140878608,3.586355458,3.443936014,3.481588404,0.454660481,3.149759274,0.445390323,0.003976653,0.148265779,0.119535693,43,6.28E-05,-0.00391383,0
21734,21734,10.233,564.35895,w/o MS2:BE-43547A,[M+H]+,,0.427,FALSE,,564.35999,C30H49N3O7,Macrolide lactams,JRGSONPJAHDIGK-VHEBQXMUSA-N,O=C(CNC(C(O)(C)C1=O)=O)NC(/C=C/C(N(C)CC(OC(CCCCCCCCCCCCC)C1C)=O)=O)=C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,94.6,,,,,170.41,Cornell_Pos_S-43,564.35895:32433884 565.3623:9098575 566.36566:1866036,,556.41705_@_8.627,6.056752525,6.548481233,5.706274135,4.333484807,4.071079908,4.299756567,6.332524155,5.85230985,6.423024694,6.101215133,6.064383885,6.47988697,3.832810677,4.240803888,6.082183974,5.871113889,5.983420648,5.797445798,6.294737328,5.793601621,6.421979304,6.603952035,6.09824028,5.775279029,6.240422831,6.500837233,6.686148009,6.459343643,6.546799138,5.492423455,6.318476593,6.643119138,5.014650433,6.238904512,6.182286506,6.134571346,5.688719958,6.236437334,6.531242164,6.213256019,0.695004923,5.453056316,0.44513952,0.003999609,0.226801914,0.182853549,44,6.43E-05,-0.003935325,0
28335,28335,15.615,725.95551,Unknown,[M+H]+,,0.079,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,12.59,Cornell_Pos_S-07,725.95551:309006 726.95886:33487 727.96222:0,,715.85114_@_2.078,3.668282982,4.289446183,3.714284669,3.384090771,3.547915812,4.245205284,3.593131083,3.51426525,4.117128024,3.629633175,3.471886289,3.6606079,3.397410588,4.346975179,2.610239385,2.356405106,2.999936104,4.35955842,3.636017295,3.229255684,3.763250514,3.493899395,2.830608869,3.460812685,3.319138788,3.331374729,3.008086398,3.700114286,3.452141584,3.299846622,3.213041825,3.226775223,3.689519576,3.262517232,3.402128293,3.502810973,3.459486264,3.208196777,3.964438647,3.648227222,-0.39312432,3.755733085,-0.445139333,0.003999626,0.128288868,0.103429792,45,6.57E-05,-0.003933881,0
25904,25904,18.04,664.45758,Unknown,[M+H]+,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,171.39,Cornell_Pos_QC100_2,664.45758:5692774 665.46093:2660637 666.46429:417691,,654.17035_@_1.81,4.470566016,4.149838002,4.966902361,5.000347846,5.085921344,4.501510659,4.616805093,4.532537145,4.365707523,5.589997405,4.335760249,5.283209941,5.033772086,4.388791597,4.694501208,4.792387888,4.770463844,4.796225485,6.302293127,5.26845041,5.013481549,4.248813355,5.566254183,5.539385692,6.144018479,5.499525436,4.596253714,5.772022443,5.863428639,5.313085041,5.28035288,4.304357854,5.789445301,5.120723535,5.609923589,5.092432325,4.748689658,5.275493169,5.611558307,5.204854748,0.501908124,4.737261948,0.444887856,0.00402276,0.163903909,0.132143556,46,6.72E-05,-0.003955554,0
16144,16144,9.447,453.3053,Unknown,[M+H]+,,0.079,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,46.73,Cornell_Pos_S-42,453.3053:6268767 454.30865:0 455.31201:0,,445.03296_@_2.606,4.445618284,4.957663482,6.019029728,6.497912841,4.227750969,4.355053789,5.26382244,4.910430991,4.522765542,4.955916206,4.721426017,4.254875482,4.614518975,4.500000182,4.063516421,4.527323128,3.599375009,4.424244413,4.274870124,4.123201498,4.456901581,3.272878509,3.555867819,4.425592626,4.580690609,2.653244799,4.869495454,4.864716683,3.872375332,4.364805974,4.432330897,4.579239667,3.940986428,4.308823819,4.653382052,4.701625235,4.482327693,4.875810667,4.789761434,4.700648677,-0.590384331,4.874770352,-0.444133737,0.004092834,0.193204895,0.155766766,47,6.87E-05,-0.004024167,0
2889,2889,11.781,177.12852,w/o MS2:geraniol,[M+H]+,ion correlated with 6098; ion correlated with 6566,0.663,FALSE,5.85,177.13,C10H18O,Acyclic monoterpenoids,GLZPCOQZEFWAFX-JXMROGBWSA-N,OCC=C(C)CCC=C(C)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,89.2,99.8,,,,46.97,Cornell_Pos_S-09_R,177.12852:14023660 178.13187:2426782 179.13523:0,,169.87131_@_10.686,2.313353215,3.058107957,3.768256721,3.501454328,3.600735145,3.012266327,3.386238098,2.91431742,3.025722938,3.255860103,1.985450819,3.086174872,3.634746523,3.918737705,3.482309322,4.370307003,3.605418953,3.791475359,3.38899501,3.661596431,3.579996514,3.623004055,3.291212492,4.343027227,2.787538203,3.689598753,3.90829483,3.235415494,3.541935268,3.309892354,3.682497424,3.807670936,4.464032089,4.211095853,3.866304337,3.538697688,3.607247872,3.024070465,3.015447981,3.817713168,0.464368557,3.175815869,0.443841899,0.004120236,0.152090352,0.122619162,48,7.01E-05,-0.004050107,0
1368,1368,1.652,140.90332,Unknown,[M+H]+,ion correlated with 9004; ion correlated with 12194; ion correlated with 8781; ion correlated with 14946; ion correlated with 15702; ion correlated with 15271; ion correlated with 8882; ion correlated with 18241,0.124,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,30.62,Cornell_Pos_S-06,140.90332:721674 141.90667:0 142.91003:0,,129.95155_@_11.542,3.250252742,3.849138138,3.772116445,4.857810682,4.355007088,3.81527956,3.672762309,3.819377952,2.890755996,3.748388646,4.189777653,3.691891526,3.620791748,4.740915362,3.303769202,3.188143475,3.599780801,3.845472668,2.870324339,3.717595173,2.967103579,3.251376505,3.312429038,4.95720836,3.07617144,3.836231208,3.436231958,2.452032283,3.208867269,3.502457677,4.078428936,3.056055244,2.987577155,3.406028328,3.251237334,3.105561082,3.380488348,3.523327788,3.098515354,3.562783672,-0.493071805,3.876733275,-0.441866562,0.004309942,0.162389816,0.130922855,49,7.16E-05,-0.004238353,0
