,Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,chem_id,0_Cornell_Pos_S-03_LCC_PS,0_Cornell_Pos_S-17_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-24_LCC_LMH_LCT_PS_PMM_RP,0_Cornell_Pos_S-35_LCC_LMT_LMH_LCT_PS_PMM_RP,1_Cornell_Pos_S-01_LMT_PS_PMM,1_Cornell_Pos_S-04_LMT_PS_PMM,1_Cornell_Pos_S-05_O,1_Cornell_Pos_S-06_O,1_Cornell_Pos_S-07_O,1_Cornell_Pos_S-08_LMT_PS_PMM,1_Cornell_Pos_S-09_LMT_PS_PMM_RP,1_Cornell_Pos_S-13_O,1_Cornell_Pos_S-14_LMH_PS_PMM,1_Cornell_Pos_S-15_LMT_LMH_PS_PMM,1_Cornell_Pos_S-18_O,1_Cornell_Pos_S-19_LMH_PS_PMM,1_Cornell_Pos_S-20_O,1_Cornell_Pos_S-21_LMT_PS_PMM,1_Cornell_Pos_S-22_O,1_Cornell_Pos_S-23_O,1_Cornell_Pos_S-25_O,1_Cornell_Pos_S-26_O,1_Cornell_Pos_S-28_LMT_PS_PMM,1_Cornell_Pos_S-29_RP,1_Cornell_Pos_S-30_O,1_Cornell_Pos_S-31_LMT_PS_PMM,1_Cornell_Pos_S-33_O,1_Cornell_Pos_S-34_O,1_Cornell_Pos_S-36_O,1_Cornell_Pos_S-37_O,1_Cornell_Pos_S-38_O,1_Cornell_Pos_S-41_O,1_Cornell_Pos_S-42_LMT_LMH_PS_PMM,1_Cornell_Pos_S-43_RP,1_Cornell_Pos_S-44_O,1_Cornell_Pos_S-46_O,1_Cornell_Pos_S-48_O,1_Cornell_Pos_S-49_O,1_Cornell_Pos_S-50_LMH_LCT_PS_PMM,slope,intercept,rvalue,pvalue,stderr,intercept_stderr,rank,(I/m)Q,(I/m)Q - p,BH_sig
11021,11021,1.791,242.99678,Unknown,[M-H]-,,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.04,Cornell_Neg_S-08_R2,242.99678:136280 244.00013:0 245.00349:0,,259.88434,2.666348757,2.501399728,3.38060857,3.165121969,3.390456818,3.735519879,3.760563084,2.981091773,3.680533226,3.257064426,3.313842454,3.514893511,3.64306554,3.824619964,3.116000605,3.267926807,3.009645246,3.59354827,3.886956822,3.421348529,3.703525692,3.824379325,3.84251504,3.227518512,3.583511501,3.528425054,3.752555947,3.632165838,3.999029343,3.509826991,3.719905793,3.452342451,3.624141761,3.24354308,4.249589658,3.997093827,3.068663214,3.663096083,3.824255471,0.638577717,2.928369756,0.540169483,0.000385993,0.163555821,0.154941488,24,2.47E-05,-0.000361299,0
25945,25945,2.781,457.23792,Unknown,[M-H]-,ion correlated with 12564; ion correlated with 43683; ion correlated with 39639; ion correlated with 39687; ion correlated with 45123; ion correlated with 5732; ion correlated with 39221; ion correlated with 45087; ion correlated with 22505; ion correlated with 47688; ion correlated with 8337; ion correlated with 14442; ion correlated with 46477; ion correlated with 3669; ion correlated with 24752; ion correlated with 36634; ion correlated with 44121; ion correlated with 44241; ion correlated with 47127; ion correlated with 48383; ion correlated with 38520; ion correlated with 42509; ion correlated with 6864; ion correlated with 15083; ion correlated with 27503; ion correlated with 30150; ion correlated with 46933; ion correlated with 48314; ion correlated with 23287; ion correlated with 36371; ion correlated with 44334; ion correlated with 21028; ion correlated with 42465; ion correlated with 45487,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,3.74,Cornell_Neg_S-01,457.23792:32733 458.24127:0 459.24463:0,,487.00247,5.709185978,5.574035574,5.194750157,4.692718549,4.932791902,3.664845686,2.857497847,5.705391117,4.862560689,4.024810416,3.529658566,2.597402056,4.039045928,5.323983904,4.80061399,4.335950515,4.289592161,3.217637079,2.603844804,3.68313622,3.898040378,3.917211862,3.625480701,3.157987588,3.641521225,4.034158724,4.461572007,4.015808016,3.205435319,3.608400379,4.206439882,3.57772775,4.152609359,3.688398899,3.662149198,3.447879575,2.698315402,3.945218365,3.726688778,-1.431535242,5.292672564,-0.540154649,0.000386164,0.366666413,0.347354435,25,2.57E-05,-0.000360441,0
20614,20614,15.165,377.23334,"w/o MS2:5-[5-(acetyloxymethyl)-1,2,4a-trimethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl]-3-methylpentanoic acid",[M-H]-,,0.011,FALSE,,377.23334,C22H34O5,Colensane and clerodane diterpenoids,OLDFOHABNQZMKB-UHFFFAOYSA-N,O=C(OCC1=CC(=O)CC2C1(C)CCC(C)C2(C)CCC(C)CC(=O)O)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,100,,,,,2.05,Cornell_Neg_S-28,377.23334:75762 378.23669:21331 379.24005:40984,,406.20837,2.068319493,2.879780741,2.806350992,2.623988138,3.805321748,2.658991586,3.620181939,2.91765554,3.504216526,3.422257663,3.694746196,3.43909754,3.824267402,2.847640394,3.32195749,3.650585067,3.664042455,4.087105066,3.551466722,3.411573743,3.41019587,4.262937322,4.459075699,4.249057068,4.207755511,3.223208675,4.839842425,4.23987482,4.940653425,4.370787608,4.277781065,4.073135417,6.072559604,4.753516861,4.74743123,4.673592214,4.799795286,4.178487731,4.226084099,1.389015274,2.594609841,0.538648862,0.000403852,0.357179044,0.338366757,26,2.68E-05,-0.000377101,0
5850,5850,2.837,175.56424,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,15.75,Cornell_Neg_S-22,175.56424:71787 176.56759:0 177.57095:0,,185.11879,4.647255793,4.930373324,4.812010422,4.899344377,5.041927328,4.992042933,5.984414562,5.570057005,5.498512488,5.341890344,5.01119392,4.921080121,5.682742385,5.513309512,5.447791174,5.373573063,5.260567441,4.956178039,5.566057834,5.195874756,5.104540029,5.200037487,5.313968403,4.9986211,5.312912199,5.122730172,5.251618756,5.357507009,5.203230125,5.41885127,5.140020681,5.50321919,5.483515265,5.253477335,5.028658672,5.394890132,5.164068687,5.075982862,5.266257575,0.462077445,4.822245979,0.537506301,0.000417754,0.119176797,0.112899867,27,2.78E-05,-0.000389974,0
1421,1421,1.781,116.92872,Unknown,[M-H]-,,0.233,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.73,Cornell_Neg_Blank1,116.92883:1512155 117.93218:165534 118.93554:80416,44.99812:2138 46.31752:1767 47.11335:1695 50.33118:1931 52.77011:1782 59.01397:190860 71.01427:2570 71.05038:17300 73.02962:63590 87.0455:4787 99.00881:6657 99.04544:5646 99.92608:29591 100.93414:3013 116.92886:1834727 117.01959:46989 117.03609:5032 117.05595:161822 117.07481:32533,118.04131,3.430479551,4.258481637,4.052145928,4.1872104,4.508489318,4.523440793,4.394110065,4.465434904,4.312240845,4.44878359,4.55023447,4.306231965,4.198230829,4.406053063,4.463743721,4.147580922,4.06699642,4.347076196,4.536955943,4.475213826,4.311785638,4.297541668,4.564518119,4.353993124,4.307285463,4.563664969,4.609781105,4.65158327,4.472874487,4.580554356,3.797117623,4.24007476,4.553937613,4.352452662,4.501127758,4.12147777,4.442235725,4.408972274,4.364991632,0.407828818,3.982079379,0.536479719,0.000430609,0.105468198,0.099913287,28,2.88E-05,-0.0004018,0
2124,2124,9.279,126.9106,Unknown,[M-H]-,,0.022,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.97,Cornell_Neg_S-04,126.9106:62488 127.91395:0 128.91731:0,,128.74348,3.080116495,2.926417055,2.632671703,2.931836485,3.518841623,4.09046968,3.372280566,3.252710485,3.3967132,3.413469815,2.842328084,3.474452189,3.805566105,3.39163741,3.87274986,3.130380739,3.517540094,3.679006065,3.615886797,3.410652871,3.602925727,3.47205221,3.725749569,3.691334365,3.45301065,3.311473976,3.971233992,3.091484244,4.353673063,3.490014979,3.143661297,3.475301965,4.352874108,3.497031719,3.671401158,3.628185051,3.470464555,3.639347309,3.05651347,0.646737251,2.892760434,0.535459084,0.000443738,0.167699526,0.158866948,29,2.98E-05,-0.0004139,0
39954,39954,14.51,734.71185,Unknown,[M-H]-,ion correlated with 38049; ion correlated with 37406; ion correlated with 42016; ion correlated with 45939; ion correlated with 47417; ion correlated with 12479; ion correlated with 41941; ion correlated with 36751; ion correlated with 40339; ion correlated with 43058; ion correlated with 35019; ion correlated with 38327; ion correlated with 43608; ion correlated with 40149; ion correlated with 37244; ion correlated with 41510; ion correlated with 40283; ion correlated with 43655; ion correlated with 46089; ion correlated with 46530,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,4.31,Cornell_Neg_QC100_1,734.71185:40050 735.7152:0 736.71856:0,,786.03699,5.034935121,5.031496975,4.947199532,3.616358288,3.70512441,3.778588353,3.079811893,4.909195555,3.657827583,3.623859627,2.753102047,4.102687934,3.11069163,5.176448032,4.304442975,2.853336456,3.566136359,3.857912121,2.729852617,3.719234773,3.504593336,2.994127367,3.801965415,3.063113391,3.833119572,3.363415352,3.562869664,2.808735869,3.21291347,3.711562605,3.000709532,3.447086503,3.724259624,3.04433205,3.43664862,3.423537614,3.643363692,3.714677294,3.692228485,-1.11716857,4.657497479,-0.532199418,0.000488102,0.292167212,0.276779038,30,3.09E-05,-0.000457235,0
46023,46023,13.376,908.5191,Unknown,[M-H]-,ion correlated with 46375; ion correlated with 10247; ion correlated with 13185; ion correlated with 14559; ion correlated with 27654; ion correlated with 43505; ion correlated with 46317,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,29.38,Cornell_Neg_S-24,908.5191:95925 909.52245:151362 910.52581:78689,,1017.10028,2.102062512,3.112755553,3.267858379,2.817419341,3.699251653,2.784586189,3.163817987,3.795804974,3.5262333,3.397716205,3.521730886,3.100531,3.406645191,3.327827068,3.922965607,3.584494837,3.742161956,3.608507261,3.7131376,3.359395503,3.278609408,3.61559748,3.10563558,3.488868971,3.458694605,3.297850887,3.56791548,3.369029425,3.818370305,2.942273233,3.052640896,3.636497654,2.983732116,3.687383712,3.496666638,3.67341683,3.04498987,3.512327832,3.58533873,0.61128025,2.825023946,0.531742502,0.000494628,0.160056523,0.151626496,31,3.19E-05,-0.000462732,0
2372,2372,12.977,129.66658,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.07,Cornell_Neg_S-01,129.66658:30588 130.66993:0 131.67329:0,,132.0667,4.891431519,4.794620476,5.026480149,4.698435493,5.302800475,4.667747053,5.329765907,4.700759947,5.423589077,5.015862508,5.225125702,5.265575996,5.427907864,5.324484119,5.392007161,5.548806926,4.98694855,5.081768434,5.474140475,5.111897356,4.882128768,5.493815517,5.321347764,5.359804189,5.517911432,5.297352279,5.590903666,5.360035515,5.402504691,5.40697681,5.224947219,5.301127701,5.49012851,5.505102475,5.426156524,5.523175267,5.200407226,5.224240327,5.485781031,0.44134479,4.852741909,0.529739214,0.000524166,0.116169762,0.11005121,32,3.29E-05,-0.000491242,0
40552,40552,11.735,747.41522,Unknown,[M-H]-,ion correlated with 41583,0.089,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,10.15,Cornell_Neg_S-20_R2,747.41522:167212 748.41857:88150 749.42193:0,,802.89844,4.612087748,5.023655704,4.347908545,3.754940049,3.744954213,3.773529062,3.714660471,4.762776216,3.462673017,3.565826846,3.598463587,3.359079837,2.765367085,5.093915239,3.815560853,3.417348557,3.706093849,3.440192996,3.655978119,3.374629371,3.080959376,3.69134996,3.750619743,3.61935731,3.419829737,3.820793009,3.682643786,3.664349229,3.432724097,3.745650051,3.537188211,3.646846822,3.28373014,3.836074167,3.659125974,3.432217064,3.331885,3.409468293,3.545074995,-0.81062126,4.434648011,-0.525963231,0.000584157,0.215496288,0.204146299,33,3.40E-05,-0.000550204,0
26516,26516,2.035,466.12888,w/o MS2:Phosphatidylcholine lyso 15:0,[M-H]-,,0.156,FALSE,2.26,466.13,C23H48NO7P,2-acyl-sn-glycero-3-phosphocholines,AGHWJZIEMKQLQP-UHFFFAOYSA-N,CCCCCCCCCCCCCCC(=O)OC(CO)COP([O-1])(=O)OCC[N+1](C)(C)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,93.6,100,,,,6.67,Cornell_Neg_S-35_R2,466.12888:213240 467.13223:0 468.13559:0,,496.07373,3.773643225,2.853941837,3.715858492,3.106540676,3.685132868,3.628355908,4.650462947,3.81583086,4.539759637,3.8575245,5.051677219,4.551584169,3.689043608,3.6095345,3.585646305,4.144445736,4.924819233,3.930236599,4.753973519,4.928283167,4.965069934,4.112185075,4.543577635,5.010047989,4.067990129,4.345863629,4.351284047,4.14912113,4.716165924,4.300051732,4.078117293,5.059805677,4.489691355,4.901877701,4.657500442,3.168827945,4.666552761,4.771533956,4.713763466,0.992227902,3.362496057,0.523752605,0.000622053,0.265312624,0.251338855,34,3.50E-05,-0.000587071,0
26386,26386,8.204,464.21567,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,6.19,Cornell_Neg_S-09,464.21567:87221 465.21902:0 466.22238:0,,494.13623,3.703811399,4.078363504,2.602602275,4.404097871,4.377885093,4.353935456,5.127493545,4.148585918,5.021474599,5.230668568,5.546210029,4.61660153,4.612556057,4.116126049,4.338478979,4.248394327,4.666124691,4.366824377,5.699226597,5.900871873,5.581623161,5.482107894,5.519235191,3.184254896,4.859414524,4.682352694,5.242455704,5.381232442,5.722645027,4.279969125,5.188852581,4.880298991,5.21007227,4.810921061,4.919561826,4.473786129,5.210654212,4.87575847,4.689819233,1.176109041,3.697218762,0.523619957,0.000624395,0.314590528,0.298021338,35,3.60E-05,-0.000588384,0
10856,10856,2.125,241.06969,w/o MS2:lusianthridin,[M-H]-,,0.011,FALSE,,241.0719,C15H14O3,Hydrophenanthrenes,RDKDIPDDUFMMMT-UHFFFAOYSA-N,OC=1C=CC2=C(C1)CCC3=CC(OC)=CC(O)=C23,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,77.5,,,,,9.45,Cornell_Neg_S-21,241.06969:219657 242.07304:0 243.0764:23266376,,257.0784,4.431283332,4.28872977,3.084471992,4.673665876,4.821054755,4.793116077,4.094600333,4.672748812,4.620120433,4.687747391,4.664209346,4.561959579,4.191353189,4.882484693,4.69439897,4.80475941,4.158784518,4.812415303,4.491326669,4.692057778,4.33361854,4.898651148,5.163291107,5.095467499,5.033534326,4.890065948,4.955028354,4.832847275,4.827498508,4.866780441,4.543360188,4.941096319,5.092101035,5.045264286,4.896999935,4.968676703,5.220949699,4.842125381,4.720820582,0.646499815,4.119537742,0.522341418,0.000647376,0.173511356,0.164372675,36,3.70E-05,-0.000610336,0
39345,39345,13.047,721.45435,Unknown,[M-H]-,,0.289,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,17.49,Cornell_Neg_S-15,721.45435:999310 722.4577:628893 723.46106:418452,134.5634:9116 189.12901:22994 235.13431:63377 271.20627:58248 315.19672:68327 333.20786:229944 351.21805:64402 369.17581:18748 369.22818:100354 429.92746:8710 577.20691:9763,770.948,4.684086478,4.975836711,4.477252797,3.706448825,3.59670966,3.442868888,3.592919234,5.314601467,3.648811704,4.15771951,3.648527402,2.876124861,3.268608609,4.36817509,3.945911172,3.586599914,3.765798191,3.778818453,3.762610304,3.570453207,3.166183517,3.73525401,3.350562405,3.280647137,3.681342962,3.779584583,3.115356931,3.127100866,3.33589852,3.250714827,3.725398042,3.549571702,3.308002032,3.682339981,3.605252483,3.552286409,3.433003792,3.487717658,3.969903036,-0.847723958,4.460906203,-0.520590292,0.000680074,0.228568853,0.216530345,37,3.81E-05,-0.000642005,0
40745,40745,11.653,751.4447,Unknown,[M-H]-,ion correlated with 39997; ion correlated with 40410; ion correlated with 41210; ion correlated with 41554; ion correlated with 31483; ion correlated with 39631; ion correlated with 27049; ion correlated with 39348,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.69,Cornell_Neg_S-15,751.4447:645211 752.44805:344203 753.45141:132418,,809.19037,5.304228696,4.619226794,4.218850092,3.552135046,3.894896199,3.692721678,3.875473049,5.09176449,3.684312599,3.640194329,3.536866261,3.208079344,3.896216279,3.796577457,3.572797736,3.25894247,3.256579764,3.750603513,3.305729459,3.272589594,2.911027559,3.768087591,3.102482781,3.760612429,3.162541733,3.576957861,3.839385734,3.772727577,3.191598613,3.339836987,2.722095909,3.934908399,3.496549097,3.767150087,3.592623938,3.610443646,2.957654066,3.424232253,3.676674147,-0.870983454,4.423610157,-0.520244104,0.00068671,0.23505457,0.222674466,38,3.91E-05,-0.000647612,0
9434,9434,17.094,221.15512,w/o MS2:KOBUSONE,[M-H]-,,0.1,FALSE,,221.15469,C14H22O2,Ketones,UETZJEZFLKASPR-UZWIWUQPSA-N,O=C1CCC2OC2(C)CCC3C1CC3(C)C,530,TRUE,TRUE,FALSE,,FALSE,FALSE,,,99.1,,,,,13.88,Cornell_Neg_S-22_R2,221.15512:347698 222.15847:52873 223.16183:115710,,236.97131,6.08487357,5.961720488,6.082643214,6.047553467,6.265890314,6.383443454,6.084710835,6.243897968,6.520186368,6.367456654,6.299716006,6.393555989,6.415423862,5.9559743,6.505559244,6.367819604,6.216043517,6.566797271,6.081069033,6.282992929,6.246112123,6.433688086,6.286206016,6.40675872,6.481019021,6.035900402,6.389977545,6.240600412,6.595665222,6.362422717,6.120973824,6.439275442,6.293922687,6.265864179,6.358667291,6.513879727,6.494008691,6.23738663,6.325071393,0.283743386,6.044197685,0.517815593,0.000734903,0.077066538,0.073007515,39,4.01E-05,-0.000694776,0
15078,15078,6.998,300.19354,Unknown,[M-H]-,similar chromatogram in higher mz_22114,0.289,TRUE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,30.02,Cornell_Neg_S-03,300.19351:133274 301.19686:18816 302.20022:0,54.53164:8086 60.43584:7899 64.82598:8373 80.3296:8687 88.04065:44442 118.76553:9915 207.63004:8333 214.47644:8723 300.19235:39239,323.16934,3.399510746,4.043858767,3.993414819,4.049915436,4.223864111,3.78506388,4.92116632,4.21568548,4.965265488,4.251330441,4.422130026,4.604334073,5.35467112,4.278996913,4.025402501,4.996695508,3.982647221,4.79126273,5.052599687,4.554664064,4.940573305,4.336607023,4.716249652,4.517717003,4.7214025,4.79992955,4.716841891,5.090922569,4.82201762,4.917605276,4.50781878,4.197676595,4.725331642,4.393772539,5.077832842,4.207382924,4.257858494,4.805473671,4.204328065,0.710699958,3.871674942,0.515564159,0.000782246,0.194181569,0.183954207,40,4.12E-05,-0.000741091,0
2462,2462,1.578,130.86906,Unknown,[M-H]-,,0.156,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.06,Cornell_Neg_S-36_R2,130.86906:66195 131.87241:0 132.87577:0,,133.12331,4.005785723,4.611610817,4.656473192,3.781405521,3.180628842,3.504302033,3.599816412,3.688498898,3.217687929,3.659357531,3.948166854,3.484557941,3.475189483,3.731026368,3.575685129,3.458021328,3.384437488,3.45017496,4.679850174,3.629294442,3.3621745,4.029693032,4.162444699,3.620502734,3.84385645,3.815359324,3.521115078,3.199298837,3.387434897,4.105058414,3.437818676,3.456756376,3.505622099,3.175092059,3.222475063,3.459234404,3.544901007,3.319046922,4.234692152,-0.661839598,4.263818813,-0.515051621,0.000793396,0.181076711,0.17153957,41,4.22E-05,-0.000751211,0
18500,18500,1.642,350.93292,Unknown,[M-H]-,,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,9.79,Cornell_Neg_S-04_R2,350.93292:105594 351.93627:0 352.93963:0,,373.23633,5.243358068,5.571447944,4.801067396,5.341005954,5.599342002,5.792140146,5.164086546,6.109942163,5.810895554,5.628602448,5.853627648,6.311133754,5.101932572,5.512633041,6.077893102,5.95613432,5.726839231,5.256321987,6.07616621,5.852794621,6.039601282,5.682555701,5.981866155,5.964668269,5.767870194,6.033372683,5.843423714,5.545014395,5.465939492,5.941875511,6.096037595,6.012404612,5.877138585,5.490800952,5.583034323,5.87961907,6.102959275,5.662112047,5.700607245,0.546534058,5.239219841,0.514055866,0.000815462,0.149923658,0.142027319,42,4.32E-05,-0.000772248,0
25699,25699,14.285,454.12225,Unknown,[M-H]-,,0.067,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,5.16,Cornell_Neg_S-23,454.12225:86354 455.1256:0 456.12896:0,,483.07599,2.823268295,3.664858165,2.889777487,3.13538358,3.319618112,3.265697269,3.546756819,3.719805784,4.255971639,4.074471928,4.312082106,4.354259188,3.53667708,4.321321686,3.273276831,3.755225471,3.944092112,3.751400368,4.412620123,4.780975817,4.706589779,4.950011118,4.806346196,3.813466549,2.969169098,4.215575124,4.175478128,5.24794686,4.659397969,3.670810046,4.81736371,4.61577651,4.723935676,4.395090394,4.376741155,3.805404751,4.064936381,4.733309719,4.353762403,1.035259944,3.128321882,0.513668453,0.000824193,0.284280621,0.269307826,43,4.42E-05,-0.000779951,0
41370,41370,10.984,767.43713,Unknown,[M-H]-,,0.089,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,8.5,Cornell_Neg_S-48,767.43713:89331 768.44048:60903 769.44384:104234,,828.99042,4.649347632,4.620642953,5.016063446,2.882432587,3.411354517,3.360332304,3.680513698,4.947273317,3.59114855,3.565209683,3.560287476,3.387321366,3.402042075,3.158111292,3.21617273,3.30123604,3.097473386,3.690320187,2.921877715,3.721072523,3.639225567,3.525778976,2.884314819,3.238071186,3.078972145,3.157468376,3.535940057,3.514267102,3.274336172,3.397066137,3.223593593,3.646700599,3.703373989,3.493178136,2.842972033,3.812456132,3.780059705,3.176740175,3.501503956,-0.851042634,4.292121655,-0.512116253,0.000860015,0.23465654,0.222297399,44,4.53E-05,-0.000814744,0
10150,10150,9.843,231.73981,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,18.97,Cornell_Neg_S-26,231.73981:77108 232.74316:0 233.74652:0,,246.50473,4.602297697,3.716712305,4.080593341,3.784537828,3.504560601,3.302372539,3.979466797,3.643389144,3.357210484,3.619113583,3.568422518,3.446284489,3.704224608,3.556932789,3.877207929,3.889345476,3.546508244,3.596902354,3.433918033,3.304590848,3.880851106,3.86296062,3.793435632,3.628936139,3.743711352,3.543467218,3.577498943,3.240105351,3.445226285,3.438864777,2.899020315,3.782535089,3.848576056,3.212761768,3.525469448,3.500530047,3.384443934,3.637872657,3.712575289,-0.474912651,4.046035293,-0.511964461,0.000863592,0.130999482,0.124099861,45,4.63E-05,-0.000817292,0
16644,16644,2.071,322.39819,Unknown,[M-H]-,,0.033,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,11.75,Cornell_Neg_S-23,322.39819:77680 323.40154:0 324.4049:0,,348.97137,5.219344786,5.222033286,4.415424112,3.482553578,4.264402008,4.253568179,3.271369909,4.131426172,3.302592395,4.080050595,3.348798454,3.401468789,4.681340752,4.396649239,3.453411303,4.152487096,3.964322274,3.342291257,3.002423305,3.185127802,3.913683739,3.287265556,3.424541381,2.908905745,3.194845304,3.91924048,3.456526521,3.74084007,3.771752092,2.717631734,3.394098288,3.856770306,3.365729502,3.161981451,3.962090644,3.186015816,2.920169869,4.125023938,3.421290056,-0.985978026,4.58483894,-0.511701136,0.000869827,0.272160954,0.257826491,46,4.73E-05,-0.000822498,0
46261,46261,1.956,918.22174,Unknown,[M-H]-,,0.011,FALSE,,,,,,,999,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,13.62,Cornell_Neg_S-22,918.22174:79200 919.22509:0 920.22845:0,,1033.02039,4.324529377,4.283468277,4.305825887,3.62159245,3.313619518,3.411946005,4.331997932,4.101395876,3.407439154,3.164954766,3.857913011,3.278523423,3.554005983,3.725159503,3.361546039,4.025313561,3.191991187,3.492915027,3.545799526,2.984530742,3.976240075,3.711145055,3.497330946,3.250765749,3.53776765,3.234786195,3.727840626,3.505228407,3.618438354,3.551114709,3.703344432,3.188928699,3.441555308,3.578178858,3.65083167,3.710396426,3.567642428,2.74787752,3.608210165,-0.603663297,4.133853998,-0.511327522,0.000878743,0.16679498,0.158010044,47,4.84E-05,-0.000830385,0
